agent_type,model,violation_type,example_id,level,language,detection_success,detected_violation_type,actual_violation_type,processing_time,api_call_success
diff_eval,qwen3-8b,SRP,SRP_35,HARD,KOTLIN,False,DIP,SRP,232.33,True
diff_eval,qwen3-8b,SRP,SRP_36,HARD,KOTLIN,False,DIP,SRP,497.9,True
diff_eval,qwen3-8b,SRP,SRP_37,EASY,CSHARP,True,SRP,SRP,33.22,True
diff_eval,qwen3-8b,SRP,SRP_38,EASY,CSHARP,True,SRP,SRP,37.97,True
diff_eval,qwen3-8b,SRP,SRP_39,EASY,CSHARP,False,OCP,SRP,30.87,True
diff_eval,qwen3-8b,SRP,SRP_40,EASY,CSHARP,True,SRP,SRP,31.9,True
diff_eval,qwen3-8b,SRP,SRP_41,MODERATE,CSHARP,False,,SRP,128.48,True
diff_eval,qwen3-8b,SRP,SRP_42,MODERATE,CSHARP,True,SRP,SRP,184.13,True
diff_eval,qwen3-8b,SRP,SRP_43,MODERATE,CSHARP,False,DIP,SRP,194.33,True
diff_eval,qwen3-8b,SRP,SRP_44,MODERATE,CSHARP,True,SRP,SRP,121.36,True
diff_eval,qwen3-8b,SRP,SRP_45,HARD,CSHARP,False,DIP,SRP,304.57,True
diff_eval,qwen3-8b,SRP,SRP_46,HARD,CSHARP,False,DIP,SRP,288.16,True
diff_eval,qwen3-8b,SRP,SRP_47,HARD,CSHARP,False,DIP,SRP,209.76,True
diff_eval,qwen3-8b,SRP,SRP_48,HARD,CSHARP,True,SRP,SRP,245.66,True
diff_eval,qwen3-8b,OCP,OCP_1,EASY,CSHARP,True,OCP,OCP,47.55,True
diff_eval,qwen3-8b,OCP,OCP_2,EASY,CSHARP,True,OCP,OCP,58.02,True
diff_eval,qwen3-8b,OCP,OCP_3,EASY,CSHARP,True,OCP,OCP,53.41,True
diff_eval,qwen3-8b,OCP,OCP_4,EASY,CSHARP,True,OCP,OCP,59.45,True
diff_eval,qwen3-8b,OCP,OCP_5,HARD,CSHARP,False,SRP,OCP,184.02,True
diff_eval,qwen3-8b,OCP,OCP_6,HARD,CSHARP,False,ISP,OCP,281.65,True
diff_eval,qwen3-8b,OCP,OCP_7,HARD,CSHARP,False,SRP,OCP,279.48,True
diff_eval,qwen3-8b,OCP,OCP_8,HARD,CSHARP,False,SRP,OCP,193.81,True
diff_eval,qwen3-8b,OCP,OCP_9,MODERATE,CSHARP,True,OCP,OCP,142.5,True
diff_eval,qwen3-8b,OCP,OCP_10,MODERATE,CSHARP,True,OCP,OCP,100.86,True
diff_eval,qwen3-8b,OCP,OCP_11,MODERATE,CSHARP,False,ISP,OCP,245.33,True
diff_eval,qwen3-8b,OCP,OCP_12,MODERATE,CSHARP,False,DIP,OCP,278.1,True
diff_eval,qwen3-8b,OCP,OCP_13,EASY,JAVA,True,OCP,OCP,48.87,True
diff_eval,qwen3-8b,OCP,OCP_14,EASY,JAVA,True,OCP,OCP,55.48,True
diff_eval,qwen3-8b,OCP,OCP_15,EASY,JAVA,True,OCP,OCP,51.51,True
diff_eval,qwen3-8b,OCP,OCP_16,EASY,JAVA,True,OCP,OCP,68.38,True
diff_eval,qwen3-8b,OCP,OCP_17,HARD,JAVA,True,OCP,OCP,99.06,True
diff_eval,qwen3-8b,OCP,OCP_18,HARD,JAVA,True,OCP,OCP,270.09,True
diff_eval,qwen3-8b,OCP,OCP_19,HARD,JAVA,False,DIP,OCP,284.75,True
diff_eval,qwen3-8b,OCP,OCP_20,HARD,JAVA,False,DIP,OCP,667.27,True
diff_eval,qwen3-8b,OCP,OCP_21,MODERATE,JAVA,True,OCP,OCP,97.71,True
diff_eval,qwen3-8b,OCP,OCP_22,MODERATE,JAVA,True,OCP,OCP,107.51,True
diff_eval,qwen3-8b,OCP,OCP_23,MODERATE,JAVA,False,DIP,OCP,237.46,True
diff_eval,qwen3-8b,OCP,OCP_24,MODERATE,JAVA,False,DIP,OCP,234.39,True
diff_eval,qwen3-8b,OCP,OCP_25,EASY,KOTLIN,True,OCP,OCP,30.41,True
diff_eval,qwen3-8b,OCP,OCP_26,EASY,KOTLIN,True,OCP,OCP,41.54,True
diff_eval,qwen3-8b,OCP,OCP_27,EASY,KOTLIN,True,OCP,OCP,40.75,True
diff_eval,qwen3-8b,OCP,OCP_28,EASY,KOTLIN,True,OCP,OCP,47.48,True
diff_eval,qwen3-8b,OCP,OCP_29,HARD,KOTLIN,False,DIP,OCP,241.05,True
diff_eval,qwen3-8b,OCP,OCP_30,HARD,KOTLIN,False,DIP,OCP,218.68,True
diff_eval,qwen3-8b,OCP,OCP_31,HARD,KOTLIN,False,SRP,OCP,252.48,True
diff_eval,qwen3-8b,OCP,OCP_32,HARD,KOTLIN,False,DIP,OCP,215.53,True
diff_eval,qwen3-8b,OCP,OCP_33,MODERATE,KOTLIN,True,OCP,OCP,109.43,True
diff_eval,qwen3-8b,OCP,OCP_34,MODERATE,KOTLIN,True,OCP,OCP,60.04,True
diff_eval,qwen3-8b,OCP,OCP_35,MODERATE,KOTLIN,False,DIP,OCP,306.55,True
diff_eval,qwen3-8b,OCP,OCP_36,MODERATE,KOTLIN,False,ISP,OCP,191.13,True
diff_eval,qwen3-8b,OCP,OCP_37,EASY,PYTHON,True,OCP,OCP,41.99,True
diff_eval,qwen3-8b,OCP,OCP_38,EASY,PYTHON,True,OCP,OCP,49.9,True
diff_eval,qwen3-8b,OCP,OCP_39,EASY,PYTHON,True,OCP,OCP,45.72,True
diff_eval,qwen3-8b,OCP,OCP_40,EASY,PYTHON,True,OCP,OCP,50.79,True
diff_eval,qwen3-8b,OCP,OCP_41,HARD,PYTHON,False,DIP,OCP,297.9,True
diff_eval,qwen3-8b,OCP,OCP_42,HARD,PYTHON,False,ISP,OCP,343.36,True
diff_eval,qwen3-8b,OCP,OCP_43,HARD,PYTHON,False,DIP,OCP,438.48,True
diff_eval,qwen3-8b,OCP,OCP_44,HARD,PYTHON,False,DIP,OCP,405.55,True
diff_eval,qwen3-8b,OCP,OCP_45,MODERATE,PYTHON,True,OCP,OCP,142.35,True
diff_eval,qwen3-8b,OCP,OCP_46,MODERATE,PYTHON,True,OCP,OCP,110.85,True
diff_eval,qwen3-8b,OCP,OCP_47,MODERATE,PYTHON,False,SRP,OCP,269.88,True
diff_eval,qwen3-8b,OCP,OCP_48,MODERATE,PYTHON,False,ISP,OCP,250.62,True
diff_eval,qwen3-8b,LSP,LSP_1,EASY,JAVA,True,LSP,LSP,25.56,True
diff_eval,qwen3-8b,LSP,LSP_2,EASY,PYTHON,True,LSP,LSP,21.69,True
diff_eval,qwen3-8b,LSP,LSP_3,EASY,KOTLIN,False,ISP,LSP,25.04,True
diff_eval,qwen3-8b,LSP,LSP_4,EASY,C#,True,LSP,LSP,27.37,True
diff_eval,qwen3-8b,LSP,LSP_5,MODERATE,JAVA,False,ISP,LSP,68.67,True
diff_eval,qwen3-8b,LSP,LSP_6,MODERATE,PYTHON,False,ISP,LSP,69.96,True
diff_eval,qwen3-8b,LSP,LSP_7,MODERATE,KOTLIN,False,ISP,LSP,57.35,True
diff_eval,qwen3-8b,LSP,LSP_8,MODERATE,C#,False,ISP,LSP,83.87,True
diff_eval,qwen3-8b,LSP,LSP_9,HARD,JAVA,False,,LSP,314.09,True
diff_eval,qwen3-8b,LSP,LSP_10,HARD,PYTHON,False,ISP,LSP,246.47,True
diff_eval,qwen3-8b,LSP,LSP_11,HARD,KOTLIN,False,ISP,LSP,185.9,True
diff_eval,qwen3-8b,LSP,LSP_12,HARD,C#,False,ISP,LSP,234.25,True
diff_eval,qwen3-8b,LSP,LSP_13,EASY,JAVA,False,OCP,LSP,31.65,True
diff_eval,qwen3-8b,LSP,LSP_14,EASY,PYTHON,False,OCP,LSP,23.32,True
diff_eval,qwen3-8b,LSP,LSP_15,EASY,KOTLIN,False,ISP,LSP,28.03,True
diff_eval,qwen3-8b,LSP,LSP_16,EASY,C#,False,,LSP,27.99,True
diff_eval,qwen3-8b,LSP,LSP_17,MODERATE,JAVA,False,ISP,LSP,102.33,True
diff_eval,qwen3-8b,LSP,LSP_18,MODERATE,PYTHON,False,ISP,LSP,72.33,True
diff_eval,qwen3-8b,LSP,LSP_19,MODERATE,KOTLIN,False,ISP,LSP,66.94,True
diff_eval,qwen3-8b,LSP,LSP_20,MODERATE,C#,False,ISP,LSP,100.43,True
diff_eval,qwen3-8b,LSP,LSP_21,HARD,JAVA,False,ISP,LSP,197.65,True
diff_eval,qwen3-8b,LSP,LSP_22,HARD,PYTHON,False,ISP,LSP,179.0,True
diff_eval,qwen3-8b,LSP,LSP_23,HARD,KOTLIN,False,ISP,LSP,182.45,True
diff_eval,qwen3-8b,LSP,LSP_24,HARD,C#,False,ISP,LSP,269.85,True
diff_eval,qwen3-8b,LSP,LSP_25,EASY,JAVA,False,DIP,LSP,40.24,True
diff_eval,qwen3-8b,LSP,LSP_26,EASY,PYTHON,False,DIP,LSP,35.02,True
diff_eval,qwen3-8b,LSP,LSP_27,EASY,KOTLIN,False,OCP,LSP,36.08,True
diff_eval,qwen3-8b,LSP,LSP_28,EASY,C#,False,DIP,LSP,41.92,True
diff_eval,qwen3-8b,LSP,LSP_29,MODERATE,JAVA,False,DIP,LSP,111.09,True
diff_eval,qwen3-8b,LSP,LSP_30,MODERATE,PYTHON,False,ISP,LSP,119.92,True
diff_eval,qwen3-8b,LSP,LSP_31,MODERATE,KOTLIN,False,ISP,LSP,113.67,True
diff_eval,qwen3-8b,LSP,LSP_32,MODERATE,C#,False,ISP,LSP,134.43,True
diff_eval,qwen3-8b,LSP,LSP_33,HARD,JAVA,False,DIP,LSP,237.01,True
diff_eval,qwen3-8b,LSP,LSP_34,HARD,PYTHON,False,ISP,LSP,209.22,True
diff_eval,qwen3-8b,LSP,LSP_35,HARD,KOTLIN,False,ISP,LSP,341.76,True
diff_eval,qwen3-8b,LSP,LSP_36,HARD,C#,False,DIP,LSP,280.34,True
diff_eval,qwen3-8b,LSP,LSP_37,EASY,JAVA,False,ISP,LSP,30.59,True
diff_eval,qwen3-8b,LSP,LSP_38,EASY,PYTHON,False,ISP,LSP,31.14,True
diff_eval,qwen3-8b,LSP,LSP_39,EASY,KOTLIN,False,ISP,LSP,29.3,True
diff_eval,qwen3-8b,LSP,LSP_40,EASY,C#,False,ISP,LSP,40.49,True
diff_eval,qwen3-8b,LSP,LSP_41,MODERATE,JAVA,False,ISP,LSP,75.17,True
diff_eval,qwen3-8b,LSP,LSP_42,MODERATE,PYTHON,False,ISP,LSP,67.96,True
diff_eval,qwen3-8b,LSP,LSP_43,MODERATE,KOTLIN,False,ISP,LSP,71.73,True
diff_eval,qwen3-8b,LSP,LSP_44,MODERATE,C#,False,ISP,LSP,85.13,True
diff_eval,qwen3-8b,LSP,LSP_45,HARD,JAVA,False,ISP,LSP,197.35,True
diff_eval,qwen3-8b,LSP,LSP_46,HARD,PYTHON,False,ISP,LSP,154.71,True
diff_eval,qwen3-8b,LSP,LSP_47,HARD,KOTLIN,False,ISP,LSP,171.91,True
diff_eval,qwen3-8b,LSP,LSP_48,HARD,C#,False,ISP,LSP,213.7,True
diff_eval,qwen3-8b,ISP,ISP_1,EASY,CSHARP,True,ISP,ISP,52.85,True
diff_eval,qwen3-8b,ISP,ISP_2,EASY,CSHARP,False,,ISP,79.28,True
diff_eval,qwen3-8b,ISP,ISP_3,EASY,CSHARP,True,ISP,ISP,42.16,True
diff_eval,qwen3-8b,ISP,ISP_4,EASY,CSHARP,False,,ISP,35.56,True
diff_eval,qwen3-8b,ISP,ISP_5,HARD,CSHARP,False,DIP,ISP,231.62,True
diff_eval,qwen3-8b,ISP,ISP_6,HARD,CSHARP,False,DIP,ISP,205.33,True
diff_eval,qwen3-8b,ISP,ISP_7,HARD,CSHARP,True,ISP,ISP,219.59,True
diff_eval,qwen3-8b,ISP,ISP_8,HARD,CSHARP,True,ISP,ISP,233.45,True
diff_eval,qwen3-8b,ISP,ISP_9,MODERATE,CSHARP,True,ISP,ISP,167.53,True
diff_eval,qwen3-8b,ISP,ISP_10,MODERATE,CSHARP,True,ISP,ISP,199.49,True
diff_eval,qwen3-8b,ISP,ISP_11,MODERATE,CSHARP,True,ISP,ISP,94.57,True
diff_eval,qwen3-8b,ISP,ISP_12,MODERATE,CSHARP,True,ISP,ISP,168.28,True
diff_eval,qwen3-8b,ISP,ISP_13,EASY,JAVA,True,ISP,ISP,67.81,True
diff_eval,qwen3-8b,ISP,ISP_14,EASY,JAVA,True,ISP,ISP,80.86,True
diff_eval,qwen3-8b,ISP,ISP_15,EASY,JAVA,True,ISP,ISP,43.78,True
diff_eval,qwen3-8b,ISP,ISP_16,EASY,JAVA,True,ISP,ISP,29.83,True
diff_eval,qwen3-8b,ISP,ISP_17,HARD,JAVA,False,DIP,ISP,235.25,True
diff_eval,qwen3-8b,ISP,ISP_18,HARD,JAVA,False,DIP,ISP,220.0,True
diff_eval,qwen3-8b,ISP,ISP_19,HARD,JAVA,True,ISP,ISP,246.75,True
diff_eval,qwen3-8b,ISP,ISP_20,HARD,JAVA,True,ISP,ISP,228.52,True
diff_eval,qwen3-8b,ISP,ISP_21,MODERATE,JAVA,True,ISP,ISP,194.13,True
diff_eval,qwen3-8b,ISP,ISP_22,MODERATE,JAVA,True,ISP,ISP,220.35,True
diff_eval,qwen3-8b,ISP,ISP_23,MODERATE,JAVA,True,ISP,ISP,87.96,True
diff_eval,qwen3-8b,ISP,ISP_24,MODERATE,JAVA,True,ISP,ISP,159.0,True
diff_eval,qwen3-8b,ISP,ISP_25,EASY,KOTLIN,True,ISP,ISP,52.74,True
diff_eval,qwen3-8b,ISP,ISP_26,EASY,KOTLIN,True,ISP,ISP,68.26,True
diff_eval,qwen3-8b,ISP,ISP_27,EASY,KOTLIN,True,ISP,ISP,37.2,True
diff_eval,qwen3-8b,ISP,ISP_28,EASY,KOTLIN,True,ISP,ISP,30.06,True
diff_eval,qwen3-8b,ISP,ISP_29,HARD,KOTLIN,True,ISP,ISP,221.94,True
diff_eval,qwen3-8b,ISP,ISP_30,HARD,KOTLIN,False,DIP,ISP,202.55,True
diff_eval,qwen3-8b,ISP,ISP_31,HARD,KOTLIN,False,DIP,ISP,192.42,True
diff_eval,qwen3-8b,ISP,ISP_32,HARD,KOTLIN,True,ISP,ISP,235.16,True
diff_eval,qwen3-8b,ISP,ISP_33,MODERATE,KOTLIN,True,ISP,ISP,154.06,True
diff_eval,qwen3-8b,ISP,ISP_34,MODERATE,KOTLIN,True,ISP,ISP,163.78,True
diff_eval,qwen3-8b,ISP,ISP_35,MODERATE,KOTLIN,True,ISP,ISP,71.83,True
diff_eval,qwen3-8b,ISP,ISP_36,MODERATE,KOTLIN,True,ISP,ISP,118.51,True
diff_eval,qwen3-8b,ISP,ISP_37,EASY,PYTHON,True,ISP,ISP,61.75,True
diff_eval,qwen3-8b,ISP,ISP_38,EASY,PYTHON,True,ISP,ISP,84.22,True
diff_eval,qwen3-8b,ISP,ISP_39,EASY,PYTHON,True,ISP,ISP,40.77,True
diff_eval,qwen3-8b,ISP,ISP_40,EASY,PYTHON,True,ISP,ISP,32.53,True
diff_eval,qwen3-8b,ISP,ISP_41,HARD,PYTHON,False,DIP,ISP,402.26,True
diff_eval,qwen3-8b,ISP,ISP_42,HARD,PYTHON,True,ISP,ISP,293.62,True
diff_eval,qwen3-8b,ISP,ISP_43,HARD,PYTHON,False,DIP,ISP,168.16,True
diff_eval,qwen3-8b,ISP,ISP_44,HARD,PYTHON,False,DIP,ISP,250.7,True
diff_eval,qwen3-8b,ISP,ISP_45,MODERATE,PYTHON,True,ISP,ISP,163.46,True
diff_eval,qwen3-8b,ISP,ISP_46,MODERATE,PYTHON,True,ISP,ISP,189.41,True
diff_eval,qwen3-8b,ISP,ISP_47,MODERATE,PYTHON,True,ISP,ISP,73.77,True
diff_eval,qwen3-8b,ISP,ISP_48,MODERATE,PYTHON,True,ISP,ISP,127.83,True
diff_eval,qwen3-8b,DIP,DIP_1,EASY,JAVA,True,DIP,DIP,34.08,True
diff_eval,qwen3-8b,DIP,DIP_2,EASY,PYTHON,True,DIP,DIP,27.94,True
diff_eval,qwen3-8b,DIP,DIP_3,EASY,KOTLIN,True,DIP,DIP,25.63,True
diff_eval,qwen3-8b,DIP,DIP_4,EASY,C#,True,DIP,DIP,31.63,True
diff_eval,qwen3-8b,DIP,DIP_5,MODERATE,JAVA,True,DIP,DIP,77.77,True
diff_eval,qwen3-8b,DIP,DIP_6,MODERATE,PYTHON,True,DIP,DIP,55.48,True
diff_eval,qwen3-8b,DIP,DIP_7,MODERATE,KOTLIN,True,DIP,DIP,66.65,True
diff_eval,qwen3-8b,DIP,DIP_8,MODERATE,C#,True,DIP,DIP,58.42,True
diff_eval,qwen3-8b,DIP,DIP_9,HARD,JAVA,False,ISP,DIP,175.01,True
diff_eval,qwen3-8b,DIP,DIP_10,HARD,PYTHON,False,ISP,DIP,157.0,True
diff_eval,qwen3-8b,DIP,DIP_11,HARD,KOTLIN,False,ISP,DIP,156.66,True
diff_eval,qwen3-8b,DIP,DIP_12,HARD,C#,False,ISP,DIP,177.84,True
diff_eval,qwen3-8b,DIP,DIP_13,EASY,JAVA,True,DIP,DIP,26.83,True
diff_eval,qwen3-8b,DIP,DIP_14,EASY,PYTHON,True,DIP,DIP,27.12,True
diff_eval,qwen3-8b,DIP,DIP_15,EASY,KOTLIN,True,DIP,DIP,29.13,True
diff_eval,qwen3-8b,DIP,DIP_16,EASY,C#,True,DIP,DIP,26.85,True
diff_eval,qwen3-8b,DIP,DIP_17,MODERATE,JAVA,False,OCP,DIP,62.67,True
diff_eval,qwen3-8b,DIP,DIP_18,MODERATE,PYTHON,False,SRP,DIP,52.41,True
diff_eval,qwen3-8b,DIP,DIP_19,MODERATE,KOTLIN,False,SRP,DIP,61.3,True
diff_eval,qwen3-8b,DIP,DIP_20,MODERATE,C#,True,DIP,DIP,58.14,True
diff_eval,qwen3-8b,DIP,DIP_21,HARD,JAVA,False,ISP,DIP,172.71,True
diff_eval,qwen3-8b,DIP,DIP_22,HARD,PYTHON,False,ISP,DIP,192.03,True
diff_eval,qwen3-8b,DIP,DIP_23,HARD,KOTLIN,False,ISP,DIP,185.24,True
diff_eval,qwen3-8b,DIP,DIP_24,HARD,C#,False,ISP,DIP,171.19,True
diff_eval,qwen3-8b,DIP,DIP_25,EASY,JAVA,False,SRP,DIP,43.16,True
diff_eval,qwen3-8b,DIP,DIP_26,EASY,PYTHON,False,SRP,DIP,34.17,True
diff_eval,qwen3-8b,DIP,DIP_27,EASY,KOTLIN,False,SRP,DIP,30.97,True
diff_eval,qwen3-8b,DIP,DIP_28,EASY,C#,False,SRP,DIP,39.94,True
diff_eval,qwen3-8b,DIP,DIP_29,MODERATE,JAVA,False,ISP,DIP,69.64,True
diff_eval,qwen3-8b,DIP,DIP_30,MODERATE,PYTHON,False,SRP,DIP,53.44,True
diff_eval,qwen3-8b,DIP,DIP_31,MODERATE,KOTLIN,False,OCP,DIP,57.21,True
diff_eval,qwen3-8b,DIP,DIP_32,MODERATE,C#,False,OCP,DIP,69.58,True
diff_eval,qwen3-8b,DIP,DIP_33,HARD,JAVA,False,OCP,DIP,169.45,True
diff_eval,qwen3-8b,DIP,DIP_34,HARD,PYTHON,False,ISP,DIP,161.24,True
diff_eval,qwen3-8b,DIP,DIP_35,HARD,KOTLIN,False,ISP,DIP,213.51,True
diff_eval,qwen3-8b,DIP,DIP_36,HARD,C#,True,DIP,DIP,285.19,True
diff_eval,qwen3-8b,DIP,DIP_37,EASY,JAVA,True,DIP,DIP,29.35,True
diff_eval,qwen3-8b,DIP,DIP_38,EASY,PYTHON,True,DIP,DIP,25.71,True
diff_eval,qwen3-8b,DIP,DIP_39,EASY,KOTLIN,True,DIP,DIP,29.09,True
diff_eval,qwen3-8b,DIP,DIP_40,EASY,C#,True,DIP,DIP,29.93,True
diff_eval,qwen3-8b,DIP,DIP_41,MODERATE,JAVA,False,SRP,DIP,66.68,True
diff_eval,qwen3-8b,DIP,DIP_42,MODERATE,PYTHON,True,DIP,DIP,55.13,True
diff_eval,qwen3-8b,DIP,DIP_43,MODERATE,KOTLIN,True,DIP,DIP,53.12,True
diff_eval,qwen3-8b,DIP,DIP_44,MODERATE,C#,True,DIP,DIP,61.68,True
diff_eval,qwen3-8b,DIP,DIP_45,HARD,JAVA,True,DIP,DIP,152.46,True
diff_eval,qwen3-8b,DIP,DIP_46,HARD,PYTHON,True,DIP,DIP,137.7,True
diff_eval,qwen3-8b,DIP,DIP_47,HARD,KOTLIN,False,ISP,DIP,141.76,True
diff_eval,qwen3-8b,DIP,DIP_48,HARD,C#,False,ISP,DIP,148.19,True
