agent_type,model,violation_type,example_id,level,language,detection_success,detected_violation_type,actual_violation_type,processing_time,api_call_success
langgraph,deepseek-r1-8b,OCP,OCP_41,HARD,PYTHON,True,OCP,OCP,2.74,True
langgraph,deepseek-r1-8b,OCP,OCP_42,HARD,PYTHON,True,OCP,OCP,2.06,True
langgraph,deepseek-r1-8b,OCP,OCP_43,HARD,PYTHON,True,OCP,OCP,2.8,True
langgraph,deepseek-r1-8b,OCP,OCP_44,HARD,PYTHON,True,OCP,OCP,2.53,True
langgraph,deepseek-r1-8b,OCP,OCP_45,MODERATE,PYTHON,True,OCP,OCP,1.77,True
langgraph,deepseek-r1-8b,OCP,OCP_46,MODERATE,PYTHON,True,OCP,OCP,1.5,True
langgraph,deepseek-r1-8b,OCP,OCP_47,MODERATE,PYTHON,True,OCP,OCP,2.27,True
langgraph,deepseek-r1-8b,OCP,OCP_48,MODERATE,PYTHON,True,OCP,OCP,2.09,True
langgraph,deepseek-r1-8b,LSP,LSP_1,EASY,JAVA,True,LSP,LSP,1.36,True
langgraph,deepseek-r1-8b,LSP,LSP_2,EASY,PYTHON,True,LSP,LSP,1.36,True
langgraph,deepseek-r1-8b,LSP,LSP_3,EASY,KOTLIN,True,LSP,LSP,1.14,True
langgraph,deepseek-r1-8b,LSP,LSP_4,EASY,C#,True,LSP,LSP,1.47,True
langgraph,deepseek-r1-8b,LSP,LSP_5,MODERATE,JAVA,True,LSP,LSP,1.5,True
langgraph,deepseek-r1-8b,LSP,LSP_6,MODERATE,PYTHON,True,LSP,LSP,1.49,True
langgraph,deepseek-r1-8b,LSP,LSP_7,MODERATE,KOTLIN,True,LSP,LSP,1.47,True
langgraph,deepseek-r1-8b,LSP,LSP_8,MODERATE,C#,True,LSP,LSP,1.42,True
langgraph,deepseek-r1-8b,LSP,LSP_9,HARD,JAVA,False,OCP,LSP,2.15,True
langgraph,deepseek-r1-8b,LSP,LSP_10,HARD,PYTHON,False,ISP,LSP,2.09,True
langgraph,deepseek-r1-8b,LSP,LSP_11,HARD,KOTLIN,False,OCP,LSP,1.8,True
langgraph,deepseek-r1-8b,LSP,LSP_12,HARD,C#,False,OCP,LSP,2.08,True
langgraph,deepseek-r1-8b,LSP,LSP_13,EASY,JAVA,True,LSP,LSP,1.35,True
langgraph,deepseek-r1-8b,LSP,LSP_14,EASY,PYTHON,False,OCP,LSP,1.16,True
langgraph,deepseek-r1-8b,LSP,LSP_15,EASY,KOTLIN,False,OCP,LSP,1.15,True
langgraph,deepseek-r1-8b,LSP,LSP_16,EASY,C#,True,LSP,LSP,1.17,True
langgraph,deepseek-r1-8b,LSP,LSP_17,MODERATE,JAVA,False,OCP,LSP,1.46,True
langgraph,deepseek-r1-8b,LSP,LSP_18,MODERATE,PYTHON,False,ISP,LSP,1.28,True
langgraph,deepseek-r1-8b,LSP,LSP_19,MODERATE,KOTLIN,False,OCP,LSP,1.14,True
langgraph,deepseek-r1-8b,LSP,LSP_20,MODERATE,C#,False,OCP,LSP,1.42,True
langgraph,deepseek-r1-8b,LSP,LSP_21,HARD,JAVA,False,OCP,LSP,2.01,True
langgraph,deepseek-r1-8b,LSP,LSP_22,HARD,PYTHON,False,ISP,LSP,1.79,True
langgraph,deepseek-r1-8b,LSP,LSP_23,HARD,KOTLIN,False,OCP,LSP,2.02,True
langgraph,deepseek-r1-8b,LSP,LSP_24,HARD,C#,False,OCP,LSP,1.91,True
langgraph,deepseek-r1-8b,LSP,LSP_25,EASY,JAVA,False,DIP,LSP,1.02,True
langgraph,deepseek-r1-8b,LSP,LSP_26,EASY,PYTHON,False,DIP,LSP,1.09,True
langgraph,deepseek-r1-8b,LSP,LSP_27,EASY,KOTLIN,False,OCP,LSP,1.46,True
langgraph,deepseek-r1-8b,LSP,LSP_28,EASY,C#,False,DIP,LSP,1.36,True
langgraph,deepseek-r1-8b,LSP,LSP_29,MODERATE,JAVA,False,DIP,LSP,1.6,True
langgraph,deepseek-r1-8b,LSP,LSP_30,MODERATE,PYTHON,False,OCP,LSP,1.49,True
langgraph,deepseek-r1-8b,LSP,LSP_31,MODERATE,KOTLIN,False,OCP,LSP,1.41,True
langgraph,deepseek-r1-8b,LSP,LSP_32,MODERATE,C#,False,OCP,LSP,1.52,True
langgraph,deepseek-r1-8b,LSP,LSP_33,HARD,JAVA,False,OCP,LSP,1.83,True
langgraph,deepseek-r1-8b,LSP,LSP_34,HARD,PYTHON,False,OCP,LSP,2.19,True
langgraph,deepseek-r1-8b,LSP,LSP_35,HARD,KOTLIN,False,OCP,LSP,1.96,True
langgraph,deepseek-r1-8b,LSP,LSP_36,HARD,C#,False,OCP,LSP,2.11,True
langgraph,deepseek-r1-8b,LSP,LSP_37,EASY,JAVA,True,LSP,LSP,1.55,True
langgraph,deepseek-r1-8b,LSP,LSP_38,EASY,PYTHON,False,ISP,LSP,1.24,True
langgraph,deepseek-r1-8b,LSP,LSP_39,EASY,KOTLIN,True,LSP,LSP,1.15,True
langgraph,deepseek-r1-8b,LSP,LSP_40,EASY,C#,True,LSP,LSP,1.49,True
langgraph,deepseek-r1-8b,LSP,LSP_41,MODERATE,JAVA,False,OCP,LSP,1.39,True
langgraph,deepseek-r1-8b,LSP,LSP_42,MODERATE,PYTHON,False,ISP,LSP,1.28,True
langgraph,deepseek-r1-8b,LSP,LSP_43,MODERATE,KOTLIN,True,LSP,LSP,1.47,True
langgraph,deepseek-r1-8b,LSP,LSP_44,MODERATE,C#,False,ISP,LSP,1.56,True
langgraph,deepseek-r1-8b,LSP,LSP_45,HARD,JAVA,False,OCP,LSP,1.7,True
langgraph,deepseek-r1-8b,LSP,LSP_46,HARD,PYTHON,False,ISP,LSP,1.68,True
langgraph,deepseek-r1-8b,LSP,LSP_47,HARD,KOTLIN,False,OCP,LSP,1.68,True
langgraph,deepseek-r1-8b,LSP,LSP_48,HARD,C#,False,OCP,LSP,2.28,True
langgraph,deepseek-r1-8b,ISP,ISP_1,EASY,CSHARP,True,ISP,ISP,1.5,True
langgraph,deepseek-r1-8b,ISP,ISP_2,EASY,CSHARP,True,ISP,ISP,1.58,True
langgraph,deepseek-r1-8b,ISP,ISP_3,EASY,CSHARP,True,ISP,ISP,1.23,True
langgraph,deepseek-r1-8b,ISP,ISP_4,EASY,CSHARP,True,ISP,ISP,1.2,True
langgraph,deepseek-r1-8b,ISP,ISP_5,HARD,CSHARP,True,ISP,ISP,2.47,True
langgraph,deepseek-r1-8b,ISP,ISP_6,HARD,CSHARP,True,ISP,ISP,2.25,True
langgraph,deepseek-r1-8b,ISP,ISP_7,HARD,CSHARP,True,ISP,ISP,2.86,True
langgraph,deepseek-r1-8b,ISP,ISP_8,HARD,CSHARP,True,ISP,ISP,1.94,True
langgraph,deepseek-r1-8b,ISP,ISP_9,MODERATE,CSHARP,True,ISP,ISP,1.76,True
langgraph,deepseek-r1-8b,ISP,ISP_10,MODERATE,CSHARP,True,ISP,ISP,2.05,True
langgraph,deepseek-r1-8b,ISP,ISP_11,MODERATE,CSHARP,True,ISP,ISP,1.36,True
langgraph,deepseek-r1-8b,ISP,ISP_12,MODERATE,CSHARP,True,ISP,ISP,1.6,True
langgraph,deepseek-r1-8b,ISP,ISP_13,EASY,JAVA,True,ISP,ISP,1.73,True
langgraph,deepseek-r1-8b,ISP,ISP_14,EASY,JAVA,True,ISP,ISP,1.51,True
langgraph,deepseek-r1-8b,ISP,ISP_15,EASY,JAVA,True,ISP,ISP,1.17,True
langgraph,deepseek-r1-8b,ISP,ISP_16,EASY,JAVA,True,ISP,ISP,1.09,True
langgraph,deepseek-r1-8b,ISP,ISP_17,HARD,JAVA,True,ISP,ISP,1.99,True
langgraph,deepseek-r1-8b,ISP,ISP_18,HARD,JAVA,True,ISP,ISP,2.13,True
langgraph,deepseek-r1-8b,ISP,ISP_19,HARD,JAVA,True,ISP,ISP,2.51,True
langgraph,deepseek-r1-8b,ISP,ISP_20,HARD,JAVA,True,ISP,ISP,1.61,True
langgraph,deepseek-r1-8b,ISP,ISP_21,MODERATE,JAVA,True,ISP,ISP,1.58,True
langgraph,deepseek-r1-8b,ISP,ISP_22,MODERATE,JAVA,True,ISP,ISP,1.74,True
langgraph,deepseek-r1-8b,ISP,ISP_23,MODERATE,JAVA,True,ISP,ISP,1.14,True
langgraph,deepseek-r1-8b,ISP,ISP_24,MODERATE,JAVA,True,ISP,ISP,1.45,True
langgraph,deepseek-r1-8b,ISP,ISP_25,EASY,KOTLIN,True,ISP,ISP,1.65,True
langgraph,deepseek-r1-8b,ISP,ISP_26,EASY,KOTLIN,True,ISP,ISP,1.37,True
langgraph,deepseek-r1-8b,ISP,ISP_27,EASY,KOTLIN,True,ISP,ISP,1.16,True
langgraph,deepseek-r1-8b,ISP,ISP_28,EASY,KOTLIN,True,ISP,ISP,1.09,True
langgraph,deepseek-r1-8b,ISP,ISP_29,HARD,KOTLIN,True,ISP,ISP,1.93,True
langgraph,deepseek-r1-8b,ISP,ISP_30,HARD,KOTLIN,True,ISP,ISP,1.96,True
langgraph,deepseek-r1-8b,ISP,ISP_31,HARD,KOTLIN,True,ISP,ISP,2.37,True
langgraph,deepseek-r1-8b,ISP,ISP_32,HARD,KOTLIN,True,ISP,ISP,1.46,True
langgraph,deepseek-r1-8b,ISP,ISP_33,MODERATE,KOTLIN,False,OCP,ISP,1.78,True
langgraph,deepseek-r1-8b,ISP,ISP_34,MODERATE,KOTLIN,True,ISP,ISP,1.71,True
langgraph,deepseek-r1-8b,ISP,ISP_35,MODERATE,KOTLIN,True,ISP,ISP,1.11,True
langgraph,deepseek-r1-8b,ISP,ISP_36,MODERATE,KOTLIN,True,ISP,ISP,1.35,True
langgraph,deepseek-r1-8b,ISP,ISP_37,EASY,PYTHON,True,ISP,ISP,1.47,True
langgraph,deepseek-r1-8b,ISP,ISP_38,EASY,PYTHON,True,ISP,ISP,1.44,True
langgraph,deepseek-r1-8b,ISP,ISP_39,EASY,PYTHON,True,ISP,ISP,1.45,True
langgraph,deepseek-r1-8b,ISP,ISP_40,EASY,PYTHON,True,ISP,ISP,1.09,True
langgraph,deepseek-r1-8b,ISP,ISP_41,HARD,PYTHON,True,ISP,ISP,2.49,True
langgraph,deepseek-r1-8b,ISP,ISP_42,HARD,PYTHON,True,ISP,ISP,2.27,True
langgraph,deepseek-r1-8b,ISP,ISP_43,HARD,PYTHON,True,ISP,ISP,2.43,True
langgraph,deepseek-r1-8b,ISP,ISP_44,HARD,PYTHON,True,ISP,ISP,1.82,True
langgraph,deepseek-r1-8b,ISP,ISP_45,MODERATE,PYTHON,True,ISP,ISP,1.6,True
langgraph,deepseek-r1-8b,ISP,ISP_46,MODERATE,PYTHON,True,ISP,ISP,1.71,True
langgraph,deepseek-r1-8b,ISP,ISP_47,MODERATE,PYTHON,True,ISP,ISP,1.32,True
langgraph,deepseek-r1-8b,ISP,ISP_48,MODERATE,PYTHON,True,ISP,ISP,1.44,True
langgraph,deepseek-r1-8b,DIP,DIP_1,EASY,JAVA,True,DIP,DIP,1.11,True
langgraph,deepseek-r1-8b,DIP,DIP_2,EASY,PYTHON,True,DIP,DIP,1.1,True
langgraph,deepseek-r1-8b,DIP,DIP_3,EASY,KOTLIN,True,DIP,DIP,1.05,True
langgraph,deepseek-r1-8b,DIP,DIP_4,EASY,C#,True,DIP,DIP,1.14,True
langgraph,deepseek-r1-8b,DIP,DIP_5,MODERATE,JAVA,True,DIP,DIP,1.24,True
langgraph,deepseek-r1-8b,DIP,DIP_6,MODERATE,PYTHON,True,DIP,DIP,1.22,True
langgraph,deepseek-r1-8b,DIP,DIP_7,MODERATE,KOTLIN,True,DIP,DIP,1.25,True
langgraph,deepseek-r1-8b,DIP,DIP_8,MODERATE,C#,True,DIP,DIP,1.28,True
langgraph,deepseek-r1-8b,DIP,DIP_9,HARD,JAVA,True,DIP,DIP,1.84,True
langgraph,deepseek-r1-8b,DIP,DIP_10,HARD,PYTHON,True,DIP,DIP,1.69,True
langgraph,deepseek-r1-8b,DIP,DIP_11,HARD,KOTLIN,True,DIP,DIP,1.67,True
langgraph,deepseek-r1-8b,DIP,DIP_12,HARD,C#,True,DIP,DIP,1.59,True
langgraph,deepseek-r1-8b,DIP,DIP_13,EASY,JAVA,True,DIP,DIP,1.05,True
langgraph,deepseek-r1-8b,DIP,DIP_14,EASY,PYTHON,True,DIP,DIP,1.05,True
langgraph,deepseek-r1-8b,DIP,DIP_15,EASY,KOTLIN,True,DIP,DIP,1.09,True
langgraph,deepseek-r1-8b,DIP,DIP_16,EASY,C#,True,DIP,DIP,1.12,True
langgraph,deepseek-r1-8b,DIP,DIP_17,MODERATE,JAVA,False,OCP,DIP,1.39,True
langgraph,deepseek-r1-8b,DIP,DIP_18,MODERATE,PYTHON,False,OCP,DIP,1.33,True
langgraph,deepseek-r1-8b,DIP,DIP_19,MODERATE,KOTLIN,False,OCP,DIP,1.55,True
langgraph,deepseek-r1-8b,DIP,DIP_20,MODERATE,C#,False,OCP,DIP,1.32,True
langgraph,deepseek-r1-8b,DIP,DIP_21,HARD,JAVA,False,OCP,DIP,1.98,True
langgraph,deepseek-r1-8b,DIP,DIP_22,HARD,PYTHON,False,OCP,DIP,1.96,True
langgraph,deepseek-r1-8b,DIP,DIP_23,HARD,KOTLIN,False,OCP,DIP,1.84,True
langgraph,deepseek-r1-8b,DIP,DIP_24,HARD,C#,False,OCP,DIP,2.01,True
langgraph,deepseek-r1-8b,DIP,DIP_25,EASY,JAVA,True,DIP,DIP,0.97,True
langgraph,deepseek-r1-8b,DIP,DIP_26,EASY,PYTHON,False,SRP,DIP,1.14,True
langgraph,deepseek-r1-8b,DIP,DIP_27,EASY,KOTLIN,False,SRP,DIP,1.14,True
langgraph,deepseek-r1-8b,DIP,DIP_28,EASY,C#,False,SRP,DIP,1.14,True
langgraph,deepseek-r1-8b,DIP,DIP_29,MODERATE,JAVA,False,SRP,DIP,1.44,True
langgraph,deepseek-r1-8b,DIP,DIP_30,MODERATE,PYTHON,False,SRP,DIP,1.3,True
langgraph,deepseek-r1-8b,DIP,DIP_31,MODERATE,KOTLIN,False,SRP,DIP,1.46,True
langgraph,deepseek-r1-8b,DIP,DIP_32,MODERATE,C#,False,SRP,DIP,1.43,True
langgraph,deepseek-r1-8b,DIP,DIP_33,HARD,JAVA,False,OCP,DIP,1.73,True
langgraph,deepseek-r1-8b,DIP,DIP_34,HARD,PYTHON,False,SRP,DIP,1.63,True
langgraph,deepseek-r1-8b,DIP,DIP_35,HARD,KOTLIN,False,SRP,DIP,1.97,True
langgraph,deepseek-r1-8b,DIP,DIP_36,HARD,C#,False,SRP,DIP,2.11,True
langgraph,deepseek-r1-8b,DIP,DIP_37,EASY,JAVA,True,DIP,DIP,1.18,True
langgraph,deepseek-r1-8b,DIP,DIP_38,EASY,PYTHON,True,DIP,DIP,1.12,True
langgraph,deepseek-r1-8b,DIP,DIP_39,EASY,KOTLIN,True,DIP,DIP,1.18,True
langgraph,deepseek-r1-8b,DIP,DIP_40,EASY,C#,True,DIP,DIP,1.23,True
langgraph,deepseek-r1-8b,DIP,DIP_41,MODERATE,JAVA,True,DIP,DIP,1.03,True
langgraph,deepseek-r1-8b,DIP,DIP_42,MODERATE,PYTHON,True,DIP,DIP,1.01,True
langgraph,deepseek-r1-8b,DIP,DIP_43,MODERATE,KOTLIN,True,DIP,DIP,1.22,True
langgraph,deepseek-r1-8b,DIP,DIP_44,MODERATE,C#,True,DIP,DIP,1.1,True
langgraph,deepseek-r1-8b,DIP,DIP_45,HARD,JAVA,False,ISP,DIP,1.98,True
langgraph,deepseek-r1-8b,DIP,DIP_46,HARD,PYTHON,True,DIP,DIP,1.49,True
langgraph,deepseek-r1-8b,DIP,DIP_47,HARD,KOTLIN,False,ISP,DIP,1.77,True
langgraph,deepseek-r1-8b,DIP,DIP_48,HARD,C#,True,DIP,DIP,1.31,True
langgraph,gemma3-4b,SRP,SRP_1,EASY,JAVA,True,SRP,SRP,4.92,True
langgraph,gemma3-4b,SRP,SRP_2,EASY,JAVA,True,SRP,SRP,0.9,True
langgraph,gemma3-4b,SRP,SRP_3,EASY,JAVA,True,SRP,SRP,0.97,True
langgraph,gemma3-4b,SRP,SRP_4,EASY,JAVA,True,SRP,SRP,1.02,True
langgraph,gemma3-4b,SRP,SRP_5,MODERATE,JAVA,True,SRP,SRP,1.43,True
langgraph,gemma3-4b,SRP,SRP_6,MODERATE,JAVA,True,SRP,SRP,1.49,True
langgraph,gemma3-4b,SRP,SRP_7,MODERATE,JAVA,True,SRP,SRP,1.39,True
langgraph,gemma3-4b,SRP,SRP_8,MODERATE,JAVA,True,SRP,SRP,1.36,True
langgraph,gemma3-4b,SRP,SRP_9,HARD,JAVA,True,SRP,SRP,1.89,True
langgraph,gemma3-4b,SRP,SRP_10,HARD,JAVA,True,SRP,SRP,1.89,True
langgraph,gemma3-4b,SRP,SRP_11,HARD,JAVA,True,SRP,SRP,1.97,True
langgraph,gemma3-4b,SRP,SRP_12,HARD,JAVA,False,OCP,SRP,2.35,True
langgraph,gemma3-4b,SRP,SRP_13,EASY,PYTHON,True,SRP,SRP,1.06,True
langgraph,gemma3-4b,SRP,SRP_14,EASY,PYTHON,True,SRP,SRP,0.87,True
langgraph,gemma3-4b,SRP,SRP_15,EASY,PYTHON,True,SRP,SRP,0.88,True
langgraph,gemma3-4b,SRP,SRP_16,EASY,PYTHON,True,SRP,SRP,0.98,True
langgraph,gemma3-4b,SRP,SRP_17,MODERATE,PYTHON,True,SRP,SRP,1.34,True
langgraph,gemma3-4b,SRP,SRP_18,MODERATE,PYTHON,False,Single Responsibility Principle (SRP),SRP,1.6,True
langgraph,gemma3-4b,SRP,SRP_19,MODERATE,PYTHON,True,SRP,SRP,1.42,True
langgraph,gemma3-4b,SRP,SRP_20,MODERATE,PYTHON,True,SRP,SRP,1.14,True
langgraph,gemma3-4b,SRP,SRP_21,HARD,PYTHON,True,SRP,SRP,1.86,True
langgraph,gemma3-4b,SRP,SRP_22,HARD,PYTHON,False,Single Responsibility Principle,SRP,2.21,True
langgraph,gemma3-4b,SRP,SRP_23,HARD,PYTHON,False,Single Responsibility Principle,SRP,1.86,True
langgraph,gemma3-4b,SRP,SRP_24,HARD,PYTHON,False,SOP,SRP,2.06,True
langgraph,gemma3-4b,SRP,SRP_25,EASY,KOTLIN,True,SRP,SRP,1.05,True
langgraph,gemma3-4b,SRP,SRP_26,EASY,KOTLIN,True,SRP,SRP,0.86,True
