strategy,run,example_id,level,language,actual,pred1,pred2,top1_correct,top2_correct,reciprocal_rank,correct_position,processing_time_s,detection_success,loc,chars,tokens,detected_count,gt_detected_anywhere,all_detected_types
single_agent,run_1,SRP_45,HARD,CSHARP,SRP,SRP,DIP,True,True,1.0,1,3.72,True,395.0,12158.0,2323.0,,,
single_agent,run_1,SRP_46,HARD,CSHARP,SRP,SRP,DIP,True,True,1.0,1,3.58,True,384.0,13000.0,2343.0,,,
single_agent,run_1,SRP_47,HARD,CSHARP,SRP,SRP,OCP,True,True,1.0,1,4.0,True,387.0,13890.0,2458.0,,,
single_agent,run_1,SRP_48,HARD,CSHARP,SRP,SRP,OCP,True,True,1.0,1,4.42,True,465.0,16946.0,3214.0,,,
single_agent,run_1,OCP_1,EASY,CSHARP,OCP,OCP,SRP,True,True,1.0,1,3.4,True,72.0,1235.0,237.0,,,
single_agent,run_1,OCP_2,EASY,CSHARP,OCP,OCP,SRP,True,True,1.0,1,3.06,True,50.0,1300.0,224.0,,,
single_agent,run_1,OCP_3,EASY,CSHARP,OCP,OCP,SRP,True,True,1.0,1,2.35,True,49.0,1004.0,202.0,,,
single_agent,run_1,OCP_4,EASY,CSHARP,OCP,OCP,SRP,True,True,1.0,1,3.01,True,53.0,1479.0,282.0,,,
single_agent,run_1,OCP_5,HARD,CSHARP,OCP,OCP,SRP,True,True,1.0,1,4.63,True,459.0,15744.0,3669.0,,,
single_agent,run_1,OCP_6,HARD,CSHARP,OCP,SRP,OCP,False,True,0.5,2,3.86,True,269.0,8599.0,2059.0,,,
single_agent,run_1,OCP_7,HARD,CSHARP,OCP,SRP,OCP,False,True,0.5,2,4.89,True,415.0,16149.0,3425.0,,,
single_agent,run_1,OCP_8,HARD,CSHARP,OCP,SRP,OCP,False,True,0.5,2,3.78,True,398.0,15864.0,3495.0,,,
single_agent,run_1,OCP_9,MODERATE,CSHARP,OCP,OCP,SRP,True,True,1.0,1,3.65,True,208.0,5450.0,1105.0,,,
single_agent,run_1,OCP_10,MODERATE,CSHARP,OCP,SRP,OCP,False,True,0.5,2,2.9,True,112.0,2563.0,537.0,,,
single_agent,run_1,OCP_11,MODERATE,CSHARP,OCP,SRP,OCP,False,True,0.5,2,3.75,True,305.0,9205.0,1844.0,,,
single_agent,run_1,OCP_12,MODERATE,CSHARP,OCP,SRP,OCP,False,True,0.5,2,3.51,True,216.0,10058.0,2191.0,,,
single_agent,run_1,OCP_13,EASY,JAVA,OCP,OCP,SRP,True,True,1.0,1,3.19,True,57.0,1210.0,234.0,,,
single_agent,run_1,OCP_14,EASY,JAVA,OCP,OCP,SRP,True,True,1.0,1,3.11,True,44.0,1316.0,230.0,,,
single_agent,run_1,OCP_15,EASY,JAVA,OCP,OCP,SRP,True,True,1.0,1,3.69,True,38.0,901.0,190.0,,,
single_agent,run_1,OCP_16,EASY,JAVA,OCP,OCP,SRP,True,True,1.0,1,2.78,True,32.0,1218.0,273.0,,,
single_agent,run_1,OCP_17,HARD,JAVA,OCP,OCP,SRP,True,True,1.0,1,4.22,True,433.0,15628.0,3615.0,,,
single_agent,run_1,OCP_18,HARD,JAVA,OCP,SRP,OCP,False,True,0.5,2,3.7,True,210.0,7259.0,1941.0,,,
single_agent,run_1,OCP_19,HARD,JAVA,OCP,SRP,OCP,False,True,0.5,2,4.55,True,414.0,14950.0,3226.0,,,
single_agent,run_1,OCP_20,HARD,JAVA,OCP,SRP,OCP,False,True,0.5,2,4.07,True,359.0,15513.0,3677.0,,,
single_agent,run_1,OCP_21,MODERATE,JAVA,OCP,OCP,SRP,True,True,1.0,1,3.59,True,177.0,5124.0,1093.0,,,
single_agent,run_1,OCP_22,MODERATE,JAVA,OCP,OCP,SRP,True,True,1.0,1,2.99,True,105.0,2985.0,644.0,,,
single_agent,run_1,OCP_23,MODERATE,JAVA,OCP,SRP,OCP,False,True,0.5,2,4.73,True,281.0,9648.0,1921.0,,,
single_agent,run_1,OCP_24,MODERATE,JAVA,OCP,SRP,OCP,False,True,0.5,2,3.48,True,215.0,8998.0,2053.0,,,
single_agent,run_1,OCP_25,EASY,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,3.1,True,32.0,715.0,156.0,,,
single_agent,run_1,OCP_26,EASY,KOTLIN,OCP,OCP,SRP,True,True,1.0,1,2.83,True,27.0,642.0,114.0,,,
single_agent,run_1,OCP_27,EASY,KOTLIN,OCP,OCP,SRP,True,True,1.0,1,2.68,True,29.0,561.0,121.0,,,
single_agent,run_1,OCP_28,EASY,KOTLIN,OCP,OCP,SRP,True,True,1.0,1,3.05,True,26.0,722.0,161.0,,,
single_agent,run_1,OCP_29,HARD,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,3.89,True,291.0,10683.0,2647.0,,,
single_agent,run_1,OCP_30,HARD,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,3.39,True,159.0,5979.0,1652.0,,,
single_agent,run_1,OCP_31,HARD,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,4.23,True,320.0,11420.0,2934.0,,,
single_agent,run_1,OCP_32,HARD,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,4.18,True,287.0,11644.0,2946.0,,,
single_agent,run_1,OCP_33,MODERATE,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,3.03,True,122.0,4047.0,951.0,,,
single_agent,run_1,OCP_34,MODERATE,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,2.85,True,85.0,2208.0,510.0,,,
single_agent,run_1,OCP_35,MODERATE,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,4.54,True,218.0,6916.0,1671.0,,,
single_agent,run_1,OCP_36,MODERATE,KOTLIN,OCP,SRP,OCP,False,True,0.5,2,3.69,True,185.0,6791.0,1556.0,,,
single_agent,run_1,OCP_37,EASY,PYTHON,OCP,OCP,SRP,True,True,1.0,1,2.43,True,41.0,935.0,194.0,,,
single_agent,run_1,OCP_38,EASY,PYTHON,OCP,OCP,SRP,True,True,1.0,1,2.65,True,39.0,1028.0,197.0,,,
single_agent,run_1,OCP_39,EASY,PYTHON,OCP,OCP,SRP,True,True,1.0,1,2.37,True,47.0,901.0,191.0,,,
single_agent,run_1,OCP_40,EASY,PYTHON,OCP,OCP,SRP,True,True,1.0,1,2.71,True,43.0,1098.0,247.0,,,
single_agent,run_1,OCP_41,HARD,PYTHON,OCP,OCP,SRP,True,True,1.0,1,4.11,True,375.0,11987.0,2980.0,,,
single_agent,run_1,OCP_42,HARD,PYTHON,OCP,SRP,OCP,False,True,0.5,2,3.6,True,263.0,7531.0,1970.0,,,
single_agent,run_1,OCP_43,HARD,PYTHON,OCP,SRP,OCP,False,True,0.5,2,4.16,True,317.0,11169.0,2855.0,,,
single_agent,run_1,OCP_44,HARD,PYTHON,OCP,SRP,OCP,False,True,0.5,2,4.17,True,281.0,11552.0,3174.0,,,
single_agent,run_1,OCP_45,MODERATE,PYTHON,OCP,OCP,SRP,True,True,1.0,1,3.15,True,155.0,4320.0,1040.0,,,
single_agent,run_1,OCP_46,MODERATE,PYTHON,OCP,SRP,OCP,False,True,0.5,2,2.93,True,104.0,2760.0,621.0,,,
single_agent,run_1,OCP_47,MODERATE,PYTHON,OCP,SRP,OCP,False,True,0.5,2,3.99,True,217.0,7648.0,1898.0,,,
single_agent,run_1,OCP_48,MODERATE,PYTHON,OCP,SRP,OCP,False,True,0.5,2,3.63,True,184.0,7522.0,1974.0,,,
single_agent,run_1,LSP_1,EASY,JAVA,LSP,LSP,OCP,True,True,1.0,1,2.82,True,25.0,481.0,103.0,,,
single_agent,run_1,LSP_2,EASY,PYTHON,LSP,LSP,OCP,True,True,1.0,1,2.61,True,15.0,309.0,76.0,,,
single_agent,run_1,LSP_3,EASY,KOTLIN,LSP,LSP,OCP,True,True,1.0,1,2.68,True,23.0,384.0,87.0,,,
single_agent,run_1,LSP_4,EASY,C#,LSP,LSP,OCP,True,True,1.0,1,2.86,True,31.0,473.0,98.0,,,
single_agent,run_1,LSP_5,MODERATE,JAVA,LSP,LSP,OCP,True,True,1.0,1,3.25,True,92.0,2277.0,439.0,,,
single_agent,run_1,LSP_6,MODERATE,PYTHON,LSP,LSP,SRP,True,True,1.0,1,2.77,True,67.0,1841.0,377.0,,,
single_agent,run_1,LSP_7,MODERATE,KOTLIN,LSP,LSP,OCP,True,True,1.0,1,3.29,True,58.0,1632.0,344.0,,,
single_agent,run_1,LSP_8,MODERATE,C#,LSP,LSP,SRP,True,True,1.0,1,2.84,True,93.0,2189.0,422.0,,,
single_agent,run_1,LSP_9,HARD,JAVA,LSP,SRP,OCP,False,False,0.0,0,3.27,False,233.0,7879.0,1520.0,,,
single_agent,run_1,LSP_10,HARD,PYTHON,LSP,SRP,OCP,False,False,0.0,0,3.21,False,230.0,7392.0,1436.0,,,
single_agent,run_1,LSP_11,HARD,KOTLIN,LSP,SRP,OCP,False,False,0.0,0,3.09,False,176.0,5663.0,1116.0,,,
single_agent,run_1,LSP_12,HARD,C#,LSP,SRP,OCP,False,False,0.0,0,3.26,False,253.0,7497.0,1397.0,,,
single_agent,run_1,LSP_13,EASY,JAVA,LSP,LSP,OCP,True,True,1.0,1,2.42,True,22.0,679.0,124.0,,,
single_agent,run_1,LSP_14,EASY,PYTHON,LSP,LSP,OCP,True,True,1.0,1,2.84,True,13.0,488.0,99.0,,,
single_agent,run_1,LSP_15,EASY,KOTLIN,LSP,LSP,OCP,True,True,1.0,1,2.78,True,20.0,582.0,108.0,,,
single_agent,run_1,LSP_16,EASY,C#,LSP,LSP,OCP,True,True,1.0,1,2.57,True,28.0,681.0,124.0,,,
single_agent,run_1,LSP_17,MODERATE,JAVA,LSP,SRP,OCP,False,False,0.0,0,2.55,False,111.0,3277.0,542.0,,,
single_agent,run_1,LSP_18,MODERATE,PYTHON,LSP,SRP,OCP,False,False,0.0,0,2.5,False,75.0,2418.0,422.0,,,
single_agent,run_1,LSP_19,MODERATE,KOTLIN,LSP,SRP,OCP,False,False,0.0,0,2.71,False,64.0,2369.0,429.0,,,
single_agent,run_1,LSP_20,MODERATE,C#,LSP,SRP,OCP,False,False,0.0,0,2.48,False,126.0,3434.0,551.0,,,
single_agent,run_1,LSP_21,HARD,JAVA,LSP,SRP,OCP,False,False,0.0,0,3.62,False,226.0,8552.0,1432.0,,,
single_agent,run_1,LSP_22,HARD,PYTHON,LSP,SRP,OCP,False,False,0.0,0,3.41,False,192.0,7006.0,1222.0,,,
single_agent,run_1,LSP_23,HARD,KOTLIN,LSP,SRP,OCP,False,False,0.0,0,3.5,False,249.0,8058.0,1313.0,,,
single_agent,run_1,LSP_24,HARD,C#,LSP,SRP,OCP,False,False,0.0,0,3.66,False,324.0,9455.0,1470.0,,,
single_agent,run_1,LSP_25,EASY,JAVA,LSP,SRP,OCP,False,False,0.0,0,2.31,False,35.0,952.0,148.0,,,
single_agent,run_1,LSP_26,EASY,PYTHON,LSP,SRP,DIP,False,False,0.0,0,2.34,False,24.0,762.0,153.0,,,
single_agent,run_1,LSP_27,EASY,KOTLIN,LSP,OCP,SRP,False,False,0.0,0,3.06,False,30.0,890.0,144.0,,,
single_agent,run_1,LSP_28,EASY,C#,LSP,SRP,OCP,False,False,0.0,0,2.57,False,42.0,1123.0,193.0,,,
single_agent,run_1,LSP_29,MODERATE,JAVA,LSP,SRP,DIP,False,False,0.0,0,2.9,False,114.0,3897.0,783.0,,,
single_agent,run_1,LSP_30,MODERATE,PYTHON,LSP,SRP,OCP,False,False,0.0,0,2.76,False,88.0,3657.0,722.0,,,
single_agent,run_1,LSP_31,MODERATE,KOTLIN,LSP,SRP,OCP,False,False,0.0,0,2.93,False,94.0,3503.0,622.0,,,
single_agent,run_1,LSP_32,MODERATE,C#,LSP,SRP,OCP,False,False,0.0,0,2.85,False,145.0,4433.0,776.0,,,
single_agent,run_1,LSP_33,HARD,JAVA,LSP,SRP,OCP,False,False,0.0,0,3.5,False,277.0,9959.0,1726.0,,,
single_agent,run_1,LSP_34,HARD,PYTHON,LSP,SRP,OCP,False,False,0.0,0,3.77,False,317.0,12199.0,1961.0,,,
single_agent,run_1,LSP_35,HARD,KOTLIN,LSP,SRP,OCP,False,False,0.0,0,3.47,False,358.0,12785.0,2019.0,,,
single_agent,run_1,LSP_36,HARD,C#,LSP,SRP,OCP,False,False,0.0,0,4.34,False,458.0,14758.0,2270.0,,,
single_agent,run_1,LSP_37,EASY,JAVA,LSP,LSP,OCP,True,True,1.0,1,2.9,True,38.0,855.0,161.0,,,
single_agent,run_1,LSP_38,EASY,PYTHON,LSP,LSP,SRP,True,True,1.0,1,3.17,True,33.0,740.0,149.0,,,
single_agent,run_1,LSP_39,EASY,KOTLIN,LSP,LSP,SRP,True,True,1.0,1,2.53,True,24.0,577.0,116.0,,,
single_agent,run_1,LSP_40,EASY,C#,LSP,LSP,OCP,True,True,1.0,1,2.76,True,42.0,864.0,159.0,,,
single_agent,run_1,LSP_41,MODERATE,JAVA,LSP,SRP,LSP,False,True,0.5,2,2.8,True,91.0,2684.0,511.0,,,
single_agent,run_1,LSP_42,MODERATE,PYTHON,LSP,SRP,OCP,False,False,0.0,0,2.58,False,82.0,2262.0,437.0,,,
single_agent,run_1,LSP_43,MODERATE,KOTLIN,LSP,SRP,LSP,False,True,0.5,2,2.63,True,71.0,2017.0,369.0,,,
single_agent,run_1,LSP_44,MODERATE,C#,LSP,SRP,LSP,False,True,0.5,2,2.74,True,112.0,2849.0,515.0,,,
single_agent,run_1,LSP_45,HARD,JAVA,LSP,SRP,LSP,False,True,0.5,2,3.44,True,212.0,8668.0,1509.0,,,
single_agent,run_1,LSP_46,HARD,PYTHON,LSP,SRP,OCP,False,False,0.0,0,2.97,False,164.0,6480.0,1225.0,,,
single_agent,run_1,LSP_47,HARD,KOTLIN,LSP,SRP,OCP,False,False,0.0,0,3.51,False,202.0,6693.0,1137.0,,,
single_agent,run_1,LSP_48,HARD,C#,LSP,SRP,OCP,False,False,0.0,0,3.41,False,272.0,8682.0,1487.0,,,
single_agent,run_1,ISP_1,EASY,CSHARP,ISP,LSP,ISP,False,True,0.5,2,2.98,True,89.0,1737.0,335.0,,,
single_agent,run_1,ISP_2,EASY,CSHARP,ISP,LSP,OCP,False,False,0.0,0,3.3,False,94.0,2055.0,397.0,,,
single_agent,run_1,ISP_3,EASY,CSHARP,ISP,SRP,ISP,False,True,0.5,2,3.3,True,63.0,1140.0,225.0,,,
single_agent,run_1,ISP_4,EASY,CSHARP,ISP,LSP,ISP,False,True,0.5,2,2.83,True,44.0,664.0,140.0,,,
single_agent,run_1,ISP_5,HARD,CSHARP,ISP,SRP,OCP,False,False,0.0,0,3.37,False,511.0,11621.0,2179.0,,,
single_agent,run_1,ISP_6,HARD,CSHARP,ISP,SRP,OCP,False,False,0.0,0,4.24,False,461.0,10993.0,2063.0,,,
single_agent,run_1,ISP_7,HARD,CSHARP,ISP,SRP,OCP,False,False,0.0,0,4.17,False,660.0,17075.0,3079.0,,,
single_agent,run_1,ISP_8,HARD,CSHARP,ISP,SRP,OCP,False,False,0.0,0,4.52,False,473.0,10539.0,1842.0,,,
single_agent,run_1,ISP_9,MODERATE,CSHARP,ISP,SRP,OCP,False,False,0.0,0,3.21,False,287.0,6316.0,1191.0,,,
single_agent,run_1,ISP_10,MODERATE,CSHARP,ISP,SRP,OCP,False,False,0.0,0,4.13,False,259.0,6299.0,1201.0,,,
single_agent,run_1,ISP_11,MODERATE,CSHARP,ISP,SRP,ISP,False,True,0.5,2,3.46,True,149.0,2838.0,539.0,,,
single_agent,run_1,ISP_12,MODERATE,CSHARP,ISP,SRP,OCP,False,False,0.0,0,3.64,False,291.0,5721.0,1030.0,,,
single_agent,run_1,ISP_13,EASY,JAVA,ISP,LSP,ISP,False,True,0.5,2,3.0,True,77.0,1793.0,362.0,,,
single_agent,run_1,ISP_14,EASY,JAVA,ISP,LSP,OCP,False,False,0.0,0,3.03,False,88.0,2183.0,430.0,,,
single_agent,run_1,ISP_15,EASY,JAVA,ISP,ISP,SRP,True,True,1.0,1,2.88,True,48.0,1121.0,240.0,,,
single_agent,run_1,ISP_16,EASY,JAVA,ISP,LSP,ISP,False,True,0.5,2,2.89,True,34.0,654.0,147.0,,,
single_agent,run_1,ISP_17,HARD,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.58,False,416.0,11445.0,2334.0,,,
single_agent,run_1,ISP_18,HARD,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.89,False,436.0,11756.0,2280.0,,,
single_agent,run_1,ISP_19,HARD,JAVA,ISP,SRP,OCP,False,False,0.0,0,4.05,False,482.0,15667.0,3266.0,,,
single_agent,run_1,ISP_20,HARD,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.79,False,351.0,10063.0,1914.0,,,
single_agent,run_1,ISP_21,MODERATE,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.19,False,226.0,6148.0,1278.0,,,
single_agent,run_1,ISP_22,MODERATE,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.06,False,246.0,6487.0,1304.0,,,
single_agent,run_1,ISP_23,MODERATE,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.12,False,113.0,2744.0,578.0,,,
single_agent,run_1,ISP_24,MODERATE,JAVA,ISP,SRP,OCP,False,False,0.0,0,3.29,False,220.0,5450.0,1074.0,,,
single_agent,run_1,ISP_25,EASY,KOTLIN,ISP,LSP,ISP,False,True,0.5,2,2.67,True,57.0,1378.0,271.0,,,
single_agent,run_1,ISP_26,EASY,KOTLIN,ISP,LSP,SRP,False,False,0.0,0,2.98,False,79.0,1898.0,342.0,,,
single_agent,run_1,ISP_27,EASY,KOTLIN,ISP,SRP,ISP,False,True,0.5,2,2.94,True,47.0,988.0,192.0,,,
single_agent,run_1,ISP_28,EASY,KOTLIN,ISP,LSP,ISP,False,True,0.5,2,2.78,True,34.0,571.0,117.0,,,
single_agent,run_1,ISP_29,HARD,KOTLIN,ISP,SRP,OCP,False,False,0.0,0,3.31,False,331.0,9289.0,1790.0,,,
single_agent,run_1,ISP_30,HARD,KOTLIN,ISP,SRP,LSP,False,False,0.0,0,3.68,False,371.0,9990.0,1827.0,,,
single_agent,run_1,ISP_31,HARD,KOTLIN,ISP,SRP,OCP,False,False,0.0,0,4.96,False,482.0,13948.0,2576.0,,,
single_agent,run_1,ISP_32,HARD,KOTLIN,ISP,SRP,OCP,False,False,0.0,0,4.37,False,310.0,8522.0,1485.0,,,
single_agent,run_1,ISP_33,MODERATE,KOTLIN,ISP,SRP,OCP,False,False,0.0,0,3.07,False,189.0,5219.0,977.0,,,
single_agent,run_1,ISP_34,MODERATE,KOTLIN,ISP,SRP,LSP,False,False,0.0,0,3.35,False,209.0,5799.0,1085.0,,,
single_agent,run_1,ISP_35,MODERATE,KOTLIN,ISP,SRP,ISP,False,True,0.5,2,3.05,True,112.0,2448.0,462.0,,,
single_agent,run_1,ISP_36,MODERATE,KOTLIN,ISP,SRP,OCP,False,False,0.0,0,3.56,False,166.0,4233.0,781.0,,,
single_agent,run_1,ISP_37,EASY,PYTHON,ISP,LSP,ISP,False,True,0.5,2,2.99,True,60.0,1516.0,327.0,,,
single_agent,run_1,ISP_38,EASY,PYTHON,ISP,LSP,ISP,False,True,0.5,2,3.26,True,81.0,2099.0,413.0,,,
single_agent,run_1,ISP_39,EASY,PYTHON,ISP,SRP,ISP,False,True,0.5,2,2.6,True,44.0,1045.0,206.0,,,
single_agent,run_1,ISP_40,EASY,PYTHON,ISP,LSP,ISP,False,True,0.5,2,2.56,True,34.0,629.0,134.0,,,
single_agent,run_1,ISP_41,HARD,PYTHON,ISP,SRP,OCP,False,False,0.0,0,3.47,False,328.0,9475.0,1983.0,,,
single_agent,run_1,ISP_42,HARD,PYTHON,ISP,SRP,LSP,False,False,0.0,0,3.97,False,357.0,10176.0,1938.0,,,
single_agent,run_1,ISP_43,HARD,PYTHON,ISP,SRP,OCP,False,False,0.0,0,4.01,False,425.0,13827.0,2633.0,,,
single_agent,run_1,ISP_44,HARD,PYTHON,ISP,SRP,OCP,False,False,0.0,0,3.49,False,295.0,8947.0,1624.0,,,
single_agent,run_1,ISP_45,MODERATE,PYTHON,ISP,SRP,OCP,False,False,0.0,0,3.17,False,178.0,5209.0,1105.0,,,
single_agent,run_1,ISP_46,MODERATE,PYTHON,ISP,SRP,LSP,False,False,0.0,0,3.3,False,202.0,5849.0,1163.0,,,
single_agent,run_1,ISP_47,MODERATE,PYTHON,ISP,SRP,OCP,False,False,0.0,0,3.17,False,108.0,2625.0,505.0,,,
single_agent,run_1,ISP_48,MODERATE,PYTHON,ISP,SRP,OCP,False,False,0.0,0,2.8,False,177.0,4573.0,909.0,,,
single_agent,run_1,DIP_1,EASY,JAVA,DIP,SRP,DIP,False,True,0.5,2,2.26,True,23.0,593.0,121.0,,,
single_agent,run_1,DIP_2,EASY,PYTHON,DIP,SRP,DIP,False,True,0.5,2,2.28,True,15.0,441.0,100.0,,,
single_agent,run_1,DIP_3,EASY,KOTLIN,DIP,SRP,DIP,False,True,0.5,2,2.24,True,19.0,441.0,90.0,,,
single_agent,run_1,DIP_4,EASY,C#,DIP,SRP,DIP,False,True,0.5,2,2.17,True,29.0,591.0,114.0,,,
single_agent,run_1,DIP_5,MODERATE,JAVA,DIP,SRP,DIP,False,True,0.5,2,2.48,True,77.0,2288.0,427.0,,,
single_agent,run_1,DIP_6,MODERATE,PYTHON,DIP,SRP,DIP,False,True,0.5,2,2.53,True,54.0,1844.0,361.0,,,
