config,label,example_id,level,language,actual,pred1,pred2,top1_correct,top2_correct,reciprocal_rank,correct_position,processing_time_s,detected_count,gt_detected_anywhere,all_detected_types
diff_eval,Diff Eval (9B),SRP_17,MODERATE,PYTHON,SRP,SRP,DIP,True,True,1.0000,1,366.5100,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_18,MODERATE,PYTHON,SRP,SRP,DIP,True,True,1.0000,1,639.5500,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_19,MODERATE,PYTHON,SRP,DIP,OCP,False,False,0.0000,0,578.4600,2.0000,False,"OCP,DIP"
diff_eval,Diff Eval (9B),SRP_20,MODERATE,PYTHON,SRP,SRP,DIP,True,True,1.0000,1,392.2400,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_21,HARD,PYTHON,SRP,SRP,DIP,True,True,1.0000,1,662.9600,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_22,HARD,PYTHON,SRP,SRP,DIP,True,True,1.0000,1,755.9000,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_23,HARD,PYTHON,SRP,DIP,SRP,False,True,0.5000,2,747.0300,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_24,HARD,PYTHON,SRP,SRP,DIP,True,True,1.0000,1,743.4600,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_25,EASY,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,118.5600,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_26,EASY,KOTLIN,SRP,SRP,OCP,True,True,1.0000,1,141.5000,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_27,EASY,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,141.3300,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_28,EASY,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,130.7000,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),SRP_29,MODERATE,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,347.1600,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_30,MODERATE,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,516.9200,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_31,MODERATE,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,507.9300,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_32,MODERATE,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,343.4200,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_33,HARD,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,707.2100,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_34,HARD,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,750.9600,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_35,HARD,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,747.6700,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_36,HARD,KOTLIN,SRP,SRP,DIP,True,True,1.0000,1,637.8600,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_37,EASY,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,157.3400,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_38,EASY,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,183.5500,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_39,EASY,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,167.2700,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_40,EASY,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,150.7900,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_41,MODERATE,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,452.4800,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_42,MODERATE,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,589.3800,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_43,MODERATE,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,618.1800,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_44,MODERATE,CSHARP,SRP,DIP,SRP,False,True,0.5000,2,469.2600,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),SRP_45,HARD,CSHARP,SRP,LSP,ISP,False,False,0.0000,0,756.6300,4.0000,False,"OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),SRP_46,HARD,CSHARP,SRP,DIP,SRP,False,True,0.5000,2,743.4000,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),SRP_47,HARD,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,752.8600,2.0000,True,"SRP,DIP"
diff_eval,Diff Eval (9B),SRP_48,HARD,CSHARP,SRP,SRP,DIP,True,True,1.0000,1,600.5800,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_1,EASY,CSHARP,OCP,OCP,DIP,True,True,1.0000,1,450.0700,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_2,EASY,CSHARP,OCP,OCP,DIP,True,True,1.0000,1,198.7900,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_3,EASY,CSHARP,OCP,OCP,SRP,True,True,1.0000,1,206.6500,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_4,EASY,CSHARP,OCP,OCP,DIP,True,True,1.0000,1,228.6200,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_5,HARD,CSHARP,OCP,SRP,DIP,False,False,0.0000,0,656.6200,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_6,HARD,CSHARP,OCP,SRP,DIP,False,False,0.0000,0,764.2500,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_7,HARD,CSHARP,OCP,SRP,DIP,False,False,0.0000,0,561.7900,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_8,HARD,CSHARP,OCP,SRP,DIP,False,False,0.0000,0,520.4500,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_9,MODERATE,CSHARP,OCP,OCP,DIP,True,True,1.0000,1,464.3100,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_10,MODERATE,CSHARP,OCP,OCP,SRP,True,True,1.0000,1,960.7300,3.0000,True,"SRP,OCP,LSP"
diff_eval,Diff Eval (9B),OCP_11,MODERATE,CSHARP,OCP,SRP,DIP,False,False,0.0000,0,775.3700,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_12,MODERATE,CSHARP,OCP,SRP,OCP,False,True,0.5000,2,684.9600,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_13,EASY,JAVA,OCP,,,False,False,0.0000,0,199.9000,0.0000,False,
diff_eval,Diff Eval (9B),OCP_14,EASY,JAVA,OCP,OCP,LSP,True,True,1.0000,1,228.6800,2.0000,True,"OCP,LSP"
diff_eval,Diff Eval (9B),OCP_15,EASY,JAVA,OCP,OCP,SRP,True,True,1.0000,1,190.6700,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_16,EASY,JAVA,OCP,OCP,DIP,True,True,1.0000,1,237.1800,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_17,HARD,JAVA,OCP,DIP,OCP,False,True,0.5000,2,692.5000,3.0000,True,"OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_18,HARD,JAVA,OCP,SRP,DIP,False,False,0.0000,0,736.0900,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_19,HARD,JAVA,OCP,SRP,DIP,False,False,0.0000,0,569.3100,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_20,HARD,JAVA,OCP,OCP,ISP,True,True,1.0000,1,647.5100,3.0000,True,"OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_21,MODERATE,JAVA,OCP,DIP,OCP,False,True,0.5000,2,646.0900,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_22,MODERATE,JAVA,OCP,OCP,DIP,True,True,1.0000,1,405.2100,3.0000,True,"OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_23,MODERATE,JAVA,OCP,OCP,DIP,True,True,1.0000,1,818.8200,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_24,MODERATE,JAVA,OCP,OCP,DIP,True,True,1.0000,1,725.8800,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_25,EASY,KOTLIN,OCP,OCP,DIP,True,True,1.0000,1,142.4700,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_26,EASY,KOTLIN,OCP,OCP,SRP,True,True,1.0000,1,174.0000,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_27,EASY,KOTLIN,OCP,OCP,LSP,True,True,1.0000,1,174.9800,3.0000,True,"OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_28,EASY,KOTLIN,OCP,OCP,DIP,True,True,1.0000,1,197.6300,4.0000,True,"OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_29,HARD,KOTLIN,OCP,OCP,DIP,True,True,1.0000,1,823.9400,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_30,HARD,KOTLIN,OCP,DIP,OCP,False,True,0.5000,2,683.9100,2.0000,True,"OCP,DIP"
diff_eval,Diff Eval (9B),OCP_31,HARD,KOTLIN,OCP,OCP,DIP,True,True,1.0000,1,682.1800,2.0000,True,"OCP,DIP"
diff_eval,Diff Eval (9B),OCP_32,HARD,KOTLIN,OCP,SRP,DIP,False,False,0.0000,0,730.4600,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_33,MODERATE,KOTLIN,OCP,DIP,OCP,False,True,0.5000,2,399.6300,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_34,MODERATE,KOTLIN,OCP,OCP,DIP,True,True,1.0000,1,322.2900,2.0000,True,"OCP,DIP"
diff_eval,Diff Eval (9B),OCP_35,MODERATE,KOTLIN,OCP,SRP,DIP,False,False,0.0000,0,749.2200,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_36,MODERATE,KOTLIN,OCP,SRP,OCP,False,True,0.5000,2,636.2600,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_37,EASY,PYTHON,OCP,OCP,DIP,True,True,1.0000,1,186.1500,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),OCP_38,EASY,PYTHON,OCP,OCP,DIP,True,True,1.0000,1,199.3900,2.0000,True,"OCP,DIP"
diff_eval,Diff Eval (9B),OCP_39,EASY,PYTHON,OCP,OCP,DIP,True,True,1.0000,1,193.0100,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_40,EASY,PYTHON,OCP,OCP,SRP,True,True,1.0000,1,201.9500,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_41,HARD,PYTHON,OCP,OCP,DIP,True,True,1.0000,1,788.6300,3.0000,True,"OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_42,HARD,PYTHON,OCP,OCP,SRP,True,True,1.0000,1,737.6400,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_43,HARD,PYTHON,OCP,SRP,DIP,False,False,0.0000,0,745.4300,2.0000,False,"SRP,DIP"
diff_eval,Diff Eval (9B),OCP_44,HARD,PYTHON,OCP,SRP,DIP,False,False,0.0000,0,715.0900,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_45,MODERATE,PYTHON,OCP,OCP,DIP,True,True,1.0000,1,426.8400,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_46,MODERATE,PYTHON,OCP,OCP,DIP,True,True,1.0000,1,355.1800,3.0000,True,"OCP,ISP,DIP"
diff_eval,Diff Eval (9B),OCP_47,MODERATE,PYTHON,OCP,SRP,OCP,False,True,0.5000,2,646.9800,3.0000,True,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),OCP_48,MODERATE,PYTHON,OCP,,,False,False,0.0000,0,644.2200,0.0000,False,
diff_eval,Diff Eval (9B),LSP_1,EASY,JAVA,LSP,LSP,DIP,True,True,1.0000,1,127.8700,3.0000,True,"SRP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_2,EASY,PYTHON,LSP,LSP,DIP,True,True,1.0000,1,117.3900,4.0000,True,"OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_3,EASY,KOTLIN,LSP,LSP,DIP,True,True,1.0000,1,134.6300,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_4,EASY,C#,LSP,LSP,ISP,True,True,1.0000,1,130.5000,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_5,MODERATE,JAVA,LSP,LSP,ISP,True,True,1.0000,1,279.5700,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_6,MODERATE,PYTHON,LSP,LSP,ISP,True,True,1.0000,1,248.5700,4.0000,True,"OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_7,MODERATE,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,236.0200,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_8,MODERATE,C#,LSP,LSP,ISP,True,True,1.0000,1,274.9000,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_9,HARD,JAVA,LSP,ISP,LSP,False,True,0.5000,2,670.9400,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_10,HARD,PYTHON,LSP,LSP,ISP,True,True,1.0000,1,619.5300,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_11,HARD,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,510.7700,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_12,HARD,C#,LSP,LSP,ISP,True,True,1.0000,1,612.0700,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_13,EASY,JAVA,LSP,LSP,DIP,True,True,1.0000,1,145.4200,2.0000,True,"LSP,DIP"
diff_eval,Diff Eval (9B),LSP_14,EASY,PYTHON,LSP,LSP,SRP,True,True,1.0000,1,140.1300,3.0000,True,"SRP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_15,EASY,KOTLIN,LSP,LSP,SRP,True,True,1.0000,1,142.3300,3.0000,True,"SRP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_16,EASY,C#,LSP,LSP,SRP,True,True,1.0000,1,146.7600,3.0000,True,"SRP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_17,MODERATE,JAVA,LSP,LSP,ISP,True,True,1.0000,1,308.1000,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_18,MODERATE,PYTHON,LSP,SRP,LSP,False,True,0.5000,2,276.3800,3.0000,True,"SRP,LSP,ISP"
diff_eval,Diff Eval (9B),LSP_19,MODERATE,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,256.5200,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_20,MODERATE,C#,LSP,ISP,LSP,False,True,0.5000,2,344.1800,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_21,HARD,JAVA,LSP,LSP,ISP,True,True,1.0000,1,567.3100,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_22,HARD,PYTHON,LSP,LSP,ISP,True,True,1.0000,1,568.0600,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_23,HARD,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,572.5500,4.0000,True,"OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_24,HARD,C#,LSP,LSP,SRP,True,True,1.0000,1,740.2300,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_25,EASY,JAVA,LSP,DIP,SRP,False,False,0.0000,0,193.6500,3.0000,False,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),LSP_26,EASY,PYTHON,LSP,SRP,DIP,False,False,0.0000,0,155.2600,3.0000,False,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),LSP_27,EASY,KOTLIN,LSP,DIP,OCP,False,False,0.0000,0,150.9000,3.0000,False,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),LSP_28,EASY,C#,LSP,DIP,OCP,False,False,0.0000,0,201.7600,3.0000,False,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),LSP_29,MODERATE,JAVA,LSP,DIP,OCP,False,False,0.0000,0,377.9600,2.0000,False,"OCP,DIP"
diff_eval,Diff Eval (9B),LSP_30,MODERATE,PYTHON,LSP,LSP,OCP,True,True,1.0000,1,379.6000,3.0000,True,"OCP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_31,MODERATE,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,353.7400,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_32,MODERATE,C#,LSP,LSP,ISP,True,True,1.0000,1,426.0700,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_33,HARD,JAVA,LSP,SRP,DIP,False,False,0.0000,0,716.6400,2.0000,False,"SRP,DIP"
diff_eval,Diff Eval (9B),LSP_34,HARD,PYTHON,LSP,SRP,DIP,False,False,0.0000,0,799.8000,3.0000,False,"SRP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_35,HARD,KOTLIN,LSP,SRP,DIP,False,False,0.0000,0,830.7900,4.0000,True,"SRP,OCP,LSP,DIP"
diff_eval,Diff Eval (9B),LSP_36,HARD,C#,LSP,SRP,DIP,False,False,0.0000,0,849.4600,3.0000,False,"SRP,OCP,DIP"
diff_eval,Diff Eval (9B),LSP_37,EASY,JAVA,LSP,LSP,ISP,True,True,1.0000,1,162.9600,3.0000,True,"SRP,LSP,ISP"
diff_eval,Diff Eval (9B),LSP_38,EASY,PYTHON,LSP,LSP,ISP,True,True,1.0000,1,144.0800,2.0000,True,"LSP,ISP"
diff_eval,Diff Eval (9B),LSP_39,EASY,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,133.8700,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_40,EASY,C#,LSP,LSP,ISP,True,True,1.0000,1,153.8300,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_41,MODERATE,JAVA,LSP,LSP,ISP,True,True,1.0000,1,259.7900,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_42,MODERATE,PYTHON,LSP,LSP,ISP,True,True,1.0000,1,246.9400,2.0000,True,"LSP,ISP"
diff_eval,Diff Eval (9B),LSP_43,MODERATE,KOTLIN,LSP,LSP,SRP,True,True,1.0000,1,234.1100,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_44,MODERATE,C#,LSP,LSP,ISP,True,True,1.0000,1,303.6500,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_45,HARD,JAVA,LSP,ISP,LSP,False,True,0.5000,2,613.1400,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_46,HARD,PYTHON,LSP,LSP,ISP,True,True,1.0000,1,506.7200,2.0000,True,"LSP,ISP"
diff_eval,Diff Eval (9B),LSP_47,HARD,KOTLIN,LSP,LSP,ISP,True,True,1.0000,1,534.8200,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),LSP_48,HARD,C#,LSP,LSP,ISP,True,True,1.0000,1,616.3400,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_1,EASY,CSHARP,ISP,ISP,LSP,True,True,1.0000,1,275.3000,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_2,EASY,CSHARP,ISP,LSP,ISP,False,True,0.5000,2,299.7900,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_3,EASY,CSHARP,ISP,ISP,SRP,True,True,1.0000,1,207.2700,4.0000,True,"SRP,OCP,LSP,ISP"
diff_eval,Diff Eval (9B),ISP_4,EASY,CSHARP,ISP,ISP,LSP,True,True,1.0000,1,166.4100,3.0000,True,"SRP,LSP,ISP"
diff_eval,Diff Eval (9B),ISP_5,HARD,CSHARP,ISP,SRP,ISP,False,True,0.5000,2,754.8400,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_6,HARD,CSHARP,ISP,LSP,ISP,False,True,0.5000,2,739.3200,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_7,HARD,CSHARP,ISP,ISP,DIP,True,True,1.0000,1,649.1900,2.0000,True,"ISP,DIP"
diff_eval,Diff Eval (9B),ISP_8,HARD,CSHARP,ISP,LSP,ISP,False,True,0.5000,2,819.8100,3.0000,True,"OCP,LSP,ISP"
diff_eval,Diff Eval (9B),ISP_9,MODERATE,CSHARP,ISP,ISP,LSP,True,True,1.0000,1,544.9900,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_10,MODERATE,CSHARP,ISP,LSP,ISP,False,True,0.5000,2,584.4200,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_11,MODERATE,CSHARP,ISP,ISP,SRP,True,True,1.0000,1,310.8400,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_12,MODERATE,CSHARP,ISP,ISP,LSP,True,True,1.0000,1,505.1700,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_13,EASY,JAVA,ISP,ISP,LSP,True,True,1.0000,1,242.9700,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_14,EASY,JAVA,ISP,LSP,ISP,False,True,0.5000,2,299.5900,3.0000,True,"LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_15,EASY,JAVA,ISP,ISP,OCP,True,True,1.0000,1,194.1900,2.0000,True,"OCP,ISP"
diff_eval,Diff Eval (9B),ISP_16,EASY,JAVA,ISP,ISP,LSP,True,True,1.0000,1,141.3700,2.0000,True,"LSP,ISP"
diff_eval,Diff Eval (9B),ISP_17,HARD,JAVA,ISP,LSP,ISP,False,True,0.5000,2,791.3100,5.0000,True,"SRP,OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_18,HARD,JAVA,ISP,ISP,DIP,True,True,1.0000,1,797.0100,4.0000,True,"OCP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_19,HARD,JAVA,ISP,ISP,OCP,True,True,1.0000,1,701.6800,3.0000,True,"OCP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_20,HARD,JAVA,ISP,ISP,DIP,True,True,1.0000,1,745.3600,4.0000,True,"SRP,OCP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_21,MODERATE,JAVA,ISP,ISP,LSP,True,True,1.0000,1,529.8000,4.0000,True,"SRP,LSP,ISP,DIP"
diff_eval,Diff Eval (9B),ISP_22,MODERATE,JAVA,ISP,ISP,LSP,True,True,1.0000,1,588.3300,2.0000,True,"LSP,ISP"
diff_eval,Diff Eval (9B),ISP_23,MODERATE,JAVA,ISP,ISP,SRP,True,True,1.0000,1,307.5300,3.0000,True,"SRP,ISP,DIP"
