agent_type,model,violation_type,example_id,level,language,detection_success,detected_violation_type,actual_violation_type,processing_time,api_call_success
two_agent,deepseek-r1-8b,SRP,SRP_39,EASY,CSHARP,True,SRP,SRP,2.97,True
two_agent,deepseek-r1-8b,SRP,SRP_40,EASY,CSHARP,True,SRP,SRP,2.76,True
two_agent,deepseek-r1-8b,SRP,SRP_41,MODERATE,CSHARP,True,SRP,SRP,3.68,True
two_agent,deepseek-r1-8b,SRP,SRP_42,MODERATE,CSHARP,True,SRP,SRP,4.56,True
two_agent,deepseek-r1-8b,SRP,SRP_43,MODERATE,CSHARP,True,SRP,SRP,4.92,True
two_agent,deepseek-r1-8b,SRP,SRP_44,MODERATE,CSHARP,True,SRP,SRP,4.4,True
two_agent,deepseek-r1-8b,SRP,SRP_45,HARD,CSHARP,True,SRP,SRP,4.95,True
two_agent,deepseek-r1-8b,SRP,SRP_46,HARD,CSHARP,True,SRP,SRP,6.04,True
two_agent,deepseek-r1-8b,SRP,SRP_47,HARD,CSHARP,True,SRP,SRP,5.9,True
two_agent,deepseek-r1-8b,SRP,SRP_48,HARD,CSHARP,True,SRP,SRP,6.62,True
two_agent,deepseek-r1-8b,OCP,OCP_1,EASY,CSHARP,True,OCP,OCP,3.71,True
two_agent,deepseek-r1-8b,OCP,OCP_2,EASY,CSHARP,True,OCP,OCP,4.28,True
two_agent,deepseek-r1-8b,OCP,OCP_3,EASY,CSHARP,True,OCP,OCP,3.54,True
two_agent,deepseek-r1-8b,OCP,OCP_4,EASY,CSHARP,True,OCP,OCP,3.7,True
two_agent,deepseek-r1-8b,OCP,OCP_5,HARD,CSHARP,True,OCP,OCP,7.42,True
two_agent,deepseek-r1-8b,OCP,OCP_6,HARD,CSHARP,True,OCP,OCP,6.35,True
two_agent,deepseek-r1-8b,OCP,OCP_7,HARD,CSHARP,False,,OCP,192.97,True
two_agent,deepseek-r1-8b,OCP,OCP_8,HARD,CSHARP,False,Multiple Design Smells,OCP,48.84,True
two_agent,deepseek-r1-8b,OCP,OCP_9,MODERATE,CSHARP,True,OCP,OCP,5.55,True
two_agent,deepseek-r1-8b,OCP,OCP_10,MODERATE,CSHARP,True,OCP,OCP,5.16,True
two_agent,deepseek-r1-8b,OCP,OCP_11,MODERATE,CSHARP,True,OCP,OCP,6.84,True
two_agent,deepseek-r1-8b,OCP,OCP_12,MODERATE,CSHARP,True,OCP,OCP,5.45,True
two_agent,deepseek-r1-8b,OCP,OCP_13,EASY,JAVA,True,OCP,OCP,4.0,True
two_agent,deepseek-r1-8b,OCP,OCP_14,EASY,JAVA,True,OCP,OCP,3.99,True
two_agent,deepseek-r1-8b,OCP,OCP_15,EASY,JAVA,True,OCP,OCP,4.22,True
two_agent,deepseek-r1-8b,OCP,OCP_16,EASY,JAVA,True,OCP,OCP,3.12,True
two_agent,deepseek-r1-8b,OCP,OCP_17,HARD,JAVA,True,OCP,OCP,8.11,True
two_agent,deepseek-r1-8b,OCP,OCP_18,HARD,JAVA,True,OCP,OCP,5.78,True
two_agent,deepseek-r1-8b,OCP,OCP_19,HARD,JAVA,True,OCP,OCP,38.32,True
two_agent,deepseek-r1-8b,OCP,OCP_20,HARD,JAVA,True,OCP,OCP,7.7,True
two_agent,deepseek-r1-8b,OCP,OCP_21,MODERATE,JAVA,True,OCP,OCP,4.35,True
two_agent,deepseek-r1-8b,OCP,OCP_22,MODERATE,JAVA,True,OCP,OCP,4.35,True
two_agent,deepseek-r1-8b,OCP,OCP_23,MODERATE,JAVA,True,OCP,OCP,5.36,True
two_agent,deepseek-r1-8b,OCP,OCP_24,MODERATE,JAVA,True,OCP,OCP,6.79,True
two_agent,deepseek-r1-8b,OCP,OCP_25,EASY,KOTLIN,True,OCP,OCP,4.73,True
two_agent,deepseek-r1-8b,OCP,OCP_26,EASY,KOTLIN,True,OCP,OCP,3.81,True
two_agent,deepseek-r1-8b,OCP,OCP_27,EASY,KOTLIN,True,OCP,OCP,3.69,True
two_agent,deepseek-r1-8b,OCP,OCP_28,EASY,KOTLIN,True,OCP,OCP,4.08,True
two_agent,deepseek-r1-8b,OCP,OCP_29,HARD,KOTLIN,True,OCP,OCP,6.19,True
two_agent,deepseek-r1-8b,OCP,OCP_30,HARD,KOTLIN,True,OCP,OCP,6.86,True
two_agent,deepseek-r1-8b,OCP,OCP_31,HARD,KOTLIN,True,OCP,OCP,22.72,True
two_agent,deepseek-r1-8b,OCP,OCP_32,HARD,KOTLIN,True,OCP,OCP,7.16,True
two_agent,deepseek-r1-8b,OCP,OCP_33,MODERATE,KOTLIN,True,OCP,OCP,5.51,True
two_agent,deepseek-r1-8b,OCP,OCP_34,MODERATE,KOTLIN,True,OCP,OCP,4.13,True
two_agent,deepseek-r1-8b,OCP,OCP_35,MODERATE,KOTLIN,True,OCP,OCP,5.36,True
two_agent,deepseek-r1-8b,OCP,OCP_36,MODERATE,KOTLIN,True,OCP,OCP,5.89,True
two_agent,deepseek-r1-8b,OCP,OCP_37,EASY,PYTHON,True,OCP,OCP,3.72,True
two_agent,deepseek-r1-8b,OCP,OCP_38,EASY,PYTHON,True,OCP,OCP,3.97,True
two_agent,deepseek-r1-8b,OCP,OCP_39,EASY,PYTHON,True,OCP,OCP,4.36,True
two_agent,deepseek-r1-8b,OCP,OCP_40,EASY,PYTHON,True,OCP,OCP,4.06,True
two_agent,deepseek-r1-8b,OCP,OCP_41,HARD,PYTHON,True,OCP,OCP,6.66,True
two_agent,deepseek-r1-8b,OCP,OCP_42,HARD,PYTHON,True,OCP,OCP,5.7,True
two_agent,deepseek-r1-8b,OCP,OCP_43,HARD,PYTHON,True,OCP,OCP,6.79,True
two_agent,deepseek-r1-8b,OCP,OCP_44,HARD,PYTHON,True,OCP,OCP,7.08,True
two_agent,deepseek-r1-8b,OCP,OCP_45,MODERATE,PYTHON,True,OCP,OCP,5.13,True
two_agent,deepseek-r1-8b,OCP,OCP_46,MODERATE,PYTHON,True,OCP,OCP,4.37,True
two_agent,deepseek-r1-8b,OCP,OCP_47,MODERATE,PYTHON,True,OCP,OCP,5.95,True
two_agent,deepseek-r1-8b,OCP,OCP_48,MODERATE,PYTHON,True,OCP,OCP,6.56,True
two_agent,deepseek-r1-8b,LSP,LSP_1,EASY,JAVA,True,LSP,LSP,3.78,True
two_agent,deepseek-r1-8b,LSP,LSP_2,EASY,PYTHON,True,LSP,LSP,3.3,True
two_agent,deepseek-r1-8b,LSP,LSP_3,EASY,KOTLIN,True,LSP,LSP,3.82,True
two_agent,deepseek-r1-8b,LSP,LSP_4,EASY,C#,True,LSP,LSP,3.86,True
two_agent,deepseek-r1-8b,LSP,LSP_5,MODERATE,JAVA,True,LSP,LSP,4.17,True
two_agent,deepseek-r1-8b,LSP,LSP_6,MODERATE,PYTHON,True,LSP,LSP,3.93,True
two_agent,deepseek-r1-8b,LSP,LSP_7,MODERATE,KOTLIN,True,LSP,LSP,4.39,True
two_agent,deepseek-r1-8b,LSP,LSP_8,MODERATE,C#,True,LSP,LSP,4.71,True
two_agent,deepseek-r1-8b,LSP,LSP_9,HARD,JAVA,True,LSP,LSP,5.79,True
two_agent,deepseek-r1-8b,LSP,LSP_10,HARD,PYTHON,False,OCP,LSP,5.97,True
two_agent,deepseek-r1-8b,LSP,LSP_11,HARD,KOTLIN,True,LSP,LSP,7.98,True
two_agent,deepseek-r1-8b,LSP,LSP_12,HARD,C#,True,LSP,LSP,17.28,True
two_agent,deepseek-r1-8b,LSP,LSP_13,EASY,JAVA,True,LSP,LSP,4.31,True
two_agent,deepseek-r1-8b,LSP,LSP_14,EASY,PYTHON,True,LSP,LSP,4.06,True
two_agent,deepseek-r1-8b,LSP,LSP_15,EASY,KOTLIN,False,SRP,LSP,13.52,True
two_agent,deepseek-r1-8b,LSP,LSP_16,EASY,C#,True,LSP,LSP,14.15,True
two_agent,deepseek-r1-8b,LSP,LSP_17,MODERATE,JAVA,False,SRP,LSP,13.17,True
two_agent,deepseek-r1-8b,LSP,LSP_18,MODERATE,PYTHON,False,SRP,LSP,22.0,True
two_agent,deepseek-r1-8b,LSP,LSP_19,MODERATE,KOTLIN,False,OCP,LSP,12.76,True
two_agent,deepseek-r1-8b,LSP,LSP_20,MODERATE,C#,False,OCP,LSP,4.66,True
two_agent,deepseek-r1-8b,LSP,LSP_21,HARD,JAVA,False,OCP,LSP,5.47,True
two_agent,deepseek-r1-8b,LSP,LSP_22,HARD,PYTHON,False,OCP,LSP,5.35,True
two_agent,deepseek-r1-8b,LSP,LSP_23,HARD,KOTLIN,False,SRP,LSP,13.92,True
two_agent,deepseek-r1-8b,LSP,LSP_24,HARD,C#,False,SRP,LSP,16.49,True
two_agent,deepseek-r1-8b,LSP,LSP_25,EASY,JAVA,False,ISP,LSP,4.1,True
two_agent,deepseek-r1-8b,LSP,LSP_26,EASY,PYTHON,False,SRP,LSP,3.24,True
two_agent,deepseek-r1-8b,LSP,LSP_27,EASY,KOTLIN,False,OCP,LSP,3.77,True
two_agent,deepseek-r1-8b,LSP,LSP_28,EASY,C#,False,DIP,LSP,12.45,True
two_agent,deepseek-r1-8b,LSP,LSP_29,MODERATE,JAVA,False,"ISP, DIP",LSP,11.86,True
two_agent,deepseek-r1-8b,LSP,LSP_30,MODERATE,PYTHON,False,OCP,LSP,4.67,True
two_agent,deepseek-r1-8b,LSP,LSP_31,MODERATE,KOTLIN,False,OCP,LSP,5.27,True
two_agent,deepseek-r1-8b,LSP,LSP_32,MODERATE,C#,False,OCP,LSP,5.89,True
two_agent,deepseek-r1-8b,LSP,LSP_33,HARD,JAVA,False,SRP,LSP,16.23,True
two_agent,deepseek-r1-8b,LSP,LSP_34,HARD,PYTHON,False,OCP,LSP,6.81,True
two_agent,deepseek-r1-8b,LSP,LSP_35,HARD,KOTLIN,False,OCP,LSP,17.4,True
two_agent,deepseek-r1-8b,LSP,LSP_36,HARD,C#,False,SRP,LSP,31.48,True
two_agent,deepseek-r1-8b,LSP,LSP_37,EASY,JAVA,True,LSP,LSP,4.08,True
two_agent,deepseek-r1-8b,LSP,LSP_38,EASY,PYTHON,True,LSP,LSP,4.05,True
two_agent,deepseek-r1-8b,LSP,LSP_39,EASY,KOTLIN,False,OCP,LSP,4.03,True
two_agent,deepseek-r1-8b,LSP,LSP_40,EASY,C#,True,LSP,LSP,3.8,True
two_agent,deepseek-r1-8b,LSP,LSP_41,MODERATE,JAVA,True,LSP,LSP,5.34,True
two_agent,deepseek-r1-8b,LSP,LSP_42,MODERATE,PYTHON,True,LSP,LSP,4.11,True
two_agent,deepseek-r1-8b,LSP,LSP_43,MODERATE,KOTLIN,True,LSP,LSP,4.75,True
two_agent,deepseek-r1-8b,LSP,LSP_44,MODERATE,C#,False,SRP,LSP,5.31,True
two_agent,deepseek-r1-8b,LSP,LSP_45,HARD,JAVA,False,SRP,LSP,19.27,True
two_agent,deepseek-r1-8b,LSP,LSP_46,HARD,PYTHON,False,OCP,LSP,6.34,True
two_agent,deepseek-r1-8b,LSP,LSP_47,HARD,KOTLIN,False,OCP,LSP,5.77,True
two_agent,deepseek-r1-8b,LSP,LSP_48,HARD,C#,False,SRP,LSP,16.28,True
two_agent,deepseek-r1-8b,ISP,ISP_1,EASY,CSHARP,True,ISP,ISP,3.67,True
two_agent,deepseek-r1-8b,ISP,ISP_2,EASY,CSHARP,False,LSP,ISP,5.02,True
two_agent,deepseek-r1-8b,ISP,ISP_3,EASY,CSHARP,False,LSP,ISP,4.36,True
two_agent,deepseek-r1-8b,ISP,ISP_4,EASY,CSHARP,False,LSP,ISP,4.17,True
two_agent,deepseek-r1-8b,ISP,ISP_5,HARD,CSHARP,False,OCP,ISP,7.29,True
two_agent,deepseek-r1-8b,ISP,ISP_6,HARD,CSHARP,False,LSP,ISP,6.42,True
two_agent,deepseek-r1-8b,ISP,ISP_7,HARD,CSHARP,False,SRP,ISP,8.79,True
two_agent,deepseek-r1-8b,ISP,ISP_8,HARD,CSHARP,True,ISP,ISP,7.98,True
two_agent,deepseek-r1-8b,ISP,ISP_9,MODERATE,CSHARP,False,"SRP, LSP",ISP,24.49,True
two_agent,deepseek-r1-8b,ISP,ISP_10,MODERATE,CSHARP,False,LSP,ISP,7.05,True
two_agent,deepseek-r1-8b,ISP,ISP_11,MODERATE,CSHARP,True,ISP,ISP,4.63,True
two_agent,deepseek-r1-8b,ISP,ISP_12,MODERATE,CSHARP,True,ISP,ISP,5.34,True
two_agent,deepseek-r1-8b,ISP,ISP_13,EASY,JAVA,False,LSP,ISP,5.69,True
two_agent,deepseek-r1-8b,ISP,ISP_14,EASY,JAVA,False,LSP,ISP,4.24,True
two_agent,deepseek-r1-8b,ISP,ISP_15,EASY,JAVA,False,LSP,ISP,4.57,True
two_agent,deepseek-r1-8b,ISP,ISP_16,EASY,JAVA,False,LSP,ISP,4.75,True
two_agent,deepseek-r1-8b,ISP,ISP_17,HARD,JAVA,False,LSP,ISP,18.46,True
two_agent,deepseek-r1-8b,ISP,ISP_18,HARD,JAVA,False,LSP,ISP,6.67,True
two_agent,deepseek-r1-8b,ISP,ISP_19,HARD,JAVA,False,SRP,ISP,11.51,True
two_agent,deepseek-r1-8b,ISP,ISP_20,HARD,JAVA,True,ISP,ISP,6.43,True
two_agent,deepseek-r1-8b,ISP,ISP_21,MODERATE,JAVA,True,ISP,ISP,13.64,True
two_agent,deepseek-r1-8b,ISP,ISP_22,MODERATE,JAVA,False,LSP,ISP,5.57,True
two_agent,deepseek-r1-8b,ISP,ISP_23,MODERATE,JAVA,True,ISP,ISP,3.95,True
two_agent,deepseek-r1-8b,ISP,ISP_24,MODERATE,JAVA,True,ISP,ISP,5.25,True
two_agent,deepseek-r1-8b,ISP,ISP_25,EASY,KOTLIN,True,ISP,ISP,4.71,True
two_agent,deepseek-r1-8b,ISP,ISP_26,EASY,KOTLIN,False,LSP,ISP,4.44,True
two_agent,deepseek-r1-8b,ISP,ISP_27,EASY,KOTLIN,False,LSP,ISP,4.86,True
two_agent,deepseek-r1-8b,ISP,ISP_28,EASY,KOTLIN,False,LSP,ISP,4.21,True
two_agent,deepseek-r1-8b,ISP,ISP_29,HARD,KOTLIN,False,LSP,ISP,15.77,True
two_agent,deepseek-r1-8b,ISP,ISP_30,HARD,KOTLIN,False,LSP,ISP,7.21,True
two_agent,deepseek-r1-8b,ISP,ISP_31,HARD,KOTLIN,False,SRP,ISP,8.11,True
two_agent,deepseek-r1-8b,ISP,ISP_32,HARD,KOTLIN,False,SRP,ISP,24.76,True
two_agent,deepseek-r1-8b,ISP,ISP_33,MODERATE,KOTLIN,True,ISP,ISP,5.02,True
two_agent,deepseek-r1-8b,ISP,ISP_34,MODERATE,KOTLIN,False,LSP,ISP,6.07,True
two_agent,deepseek-r1-8b,ISP,ISP_35,MODERATE,KOTLIN,True,ISP,ISP,4.39,True
two_agent,deepseek-r1-8b,ISP,ISP_36,MODERATE,KOTLIN,True,ISP,ISP,4.62,True
two_agent,deepseek-r1-8b,ISP,ISP_37,EASY,PYTHON,True,ISP,ISP,4.04,True
two_agent,deepseek-r1-8b,ISP,ISP_38,EASY,PYTHON,True,ISP,ISP,3.72,True
two_agent,deepseek-r1-8b,ISP,ISP_39,EASY,PYTHON,True,ISP,ISP,4.58,True
two_agent,deepseek-r1-8b,ISP,ISP_40,EASY,PYTHON,True,ISP,ISP,3.03,True
two_agent,deepseek-r1-8b,ISP,ISP_41,HARD,PYTHON,True,ISP,ISP,7.63,True
two_agent,deepseek-r1-8b,ISP,ISP_42,HARD,PYTHON,False,LSP,ISP,7.27,True
two_agent,deepseek-r1-8b,ISP,ISP_43,HARD,PYTHON,False,SRP,ISP,8.0,True
two_agent,deepseek-r1-8b,ISP,ISP_44,HARD,PYTHON,True,ISP,ISP,6.78,True
two_agent,deepseek-r1-8b,ISP,ISP_45,MODERATE,PYTHON,True,ISP,ISP,6.39,True
two_agent,deepseek-r1-8b,ISP,ISP_46,MODERATE,PYTHON,True,ISP,ISP,18.59,True
two_agent,deepseek-r1-8b,ISP,ISP_47,MODERATE,PYTHON,True,ISP,ISP,4.74,True
two_agent,deepseek-r1-8b,ISP,ISP_48,MODERATE,PYTHON,False,OCP,ISP,4.97,True
two_agent,deepseek-r1-8b,DIP,DIP_1,EASY,JAVA,True,DIP,DIP,3.77,True
two_agent,deepseek-r1-8b,DIP,DIP_2,EASY,PYTHON,True,DIP,DIP,3.99,True
two_agent,deepseek-r1-8b,DIP,DIP_3,EASY,KOTLIN,True,DIP,DIP,4.62,True
two_agent,deepseek-r1-8b,DIP,DIP_4,EASY,C#,True,DIP,DIP,4.34,True
two_agent,deepseek-r1-8b,DIP,DIP_5,MODERATE,JAVA,False,SRP,DIP,3.84,True
two_agent,deepseek-r1-8b,DIP,DIP_6,MODERATE,PYTHON,True,DIP,DIP,4.48,True
two_agent,deepseek-r1-8b,DIP,DIP_7,MODERATE,KOTLIN,True,DIP,DIP,4.6,True
two_agent,deepseek-r1-8b,DIP,DIP_8,MODERATE,C#,False,SRP,DIP,3.91,True
two_agent,deepseek-r1-8b,DIP,DIP_9,HARD,JAVA,False,SRP,DIP,4.58,True
two_agent,deepseek-r1-8b,DIP,DIP_10,HARD,PYTHON,False,SRP,DIP,5.0,True
two_agent,deepseek-r1-8b,DIP,DIP_11,HARD,KOTLIN,False,SRP,DIP,4.35,True
two_agent,deepseek-r1-8b,DIP,DIP_12,HARD,C#,False,SRP,DIP,4.75,True
two_agent,deepseek-r1-8b,DIP,DIP_13,EASY,JAVA,True,DIP,DIP,3.79,True
two_agent,deepseek-r1-8b,DIP,DIP_14,EASY,PYTHON,True,DIP,DIP,4.06,True
two_agent,deepseek-r1-8b,DIP,DIP_15,EASY,KOTLIN,True,DIP,DIP,4.17,True
two_agent,deepseek-r1-8b,DIP,DIP_16,EASY,C#,True,DIP,DIP,4.14,True
two_agent,deepseek-r1-8b,DIP,DIP_17,MODERATE,JAVA,False,OCP,DIP,4.22,True
two_agent,deepseek-r1-8b,DIP,DIP_18,MODERATE,PYTHON,False,OCP,DIP,4.74,True
two_agent,deepseek-r1-8b,DIP,DIP_19,MODERATE,KOTLIN,False,OCP,DIP,4.23,True
two_agent,deepseek-r1-8b,DIP,DIP_20,MODERATE,C#,False,OCP,DIP,4.39,True
two_agent,deepseek-r1-8b,DIP,DIP_21,HARD,JAVA,False,OCP,DIP,5.48,True
two_agent,deepseek-r1-8b,DIP,DIP_22,HARD,PYTHON,False,OCP,DIP,5.07,True
two_agent,deepseek-r1-8b,DIP,DIP_23,HARD,KOTLIN,True,"OCP, DIP",DIP,13.42,True
two_agent,deepseek-r1-8b,DIP,DIP_24,HARD,C#,False,OCP,DIP,5.13,True
two_agent,deepseek-r1-8b,DIP,DIP_25,EASY,JAVA,False,SRP,DIP,3.06,True
two_agent,deepseek-r1-8b,DIP,DIP_26,EASY,PYTHON,False,SRP,DIP,3.78,True
two_agent,deepseek-r1-8b,DIP,DIP_27,EASY,KOTLIN,False,SRP,DIP,3.25,True
two_agent,deepseek-r1-8b,DIP,DIP_28,EASY,C#,False,SRP,DIP,2.91,True
two_agent,deepseek-r1-8b,DIP,DIP_29,MODERATE,JAVA,False,SRP,DIP,3.37,True
two_agent,deepseek-r1-8b,DIP,DIP_30,MODERATE,PYTHON,False,SRP,DIP,3.35,True
two_agent,deepseek-r1-8b,DIP,DIP_31,MODERATE,KOTLIN,False,SRP,DIP,3.32,True
two_agent,deepseek-r1-8b,DIP,DIP_32,MODERATE,C#,False,SRP,DIP,3.38,True
two_agent,deepseek-r1-8b,DIP,DIP_33,HARD,JAVA,False,SRP,DIP,4.15,True
two_agent,deepseek-r1-8b,DIP,DIP_34,HARD,PYTHON,False,SRP,DIP,4.44,True
two_agent,deepseek-r1-8b,DIP,DIP_35,HARD,KOTLIN,False,SRP,DIP,4.96,True
two_agent,deepseek-r1-8b,DIP,DIP_36,HARD,C#,False,SRP,DIP,5.28,True
two_agent,deepseek-r1-8b,DIP,DIP_37,EASY,JAVA,True,DIP,DIP,3.8,True
two_agent,deepseek-r1-8b,DIP,DIP_38,EASY,PYTHON,True,DIP,DIP,3.7,True
two_agent,deepseek-r1-8b,DIP,DIP_39,EASY,KOTLIN,True,DIP,DIP,3.76,True
two_agent,deepseek-r1-8b,DIP,DIP_40,EASY,C#,True,DIP,DIP,4.56,True
two_agent,deepseek-r1-8b,DIP,DIP_41,MODERATE,JAVA,False,SRP,DIP,3.96,True
two_agent,deepseek-r1-8b,DIP,DIP_42,MODERATE,PYTHON,True,DIP,DIP,3.94,True
two_agent,deepseek-r1-8b,DIP,DIP_43,MODERATE,KOTLIN,False,SRP,DIP,4.05,True
two_agent,deepseek-r1-8b,DIP,DIP_44,MODERATE,C#,True,DIP,DIP,4.1,True
two_agent,deepseek-r1-8b,DIP,DIP_45,HARD,JAVA,False,SRP,DIP,4.47,True
two_agent,deepseek-r1-8b,DIP,DIP_46,HARD,PYTHON,False,SRP,DIP,5.07,True
two_agent,deepseek-r1-8b,DIP,DIP_47,HARD,KOTLIN,False,SRP,DIP,18.85,True
two_agent,deepseek-r1-8b,DIP,DIP_48,HARD,C#,False,SRP,DIP,4.6,True
two_agent,gemma3-4b,SRP,SRP_1,EASY,JAVA,True,SRP,SRP,4.27,True
two_agent,gemma3-4b,SRP,SRP_2,EASY,JAVA,True,SRP,SRP,2.17,True
two_agent,gemma3-4b,SRP,SRP_3,EASY,JAVA,True,SRP,SRP,2.53,True
two_agent,gemma3-4b,SRP,SRP_4,EASY,JAVA,True,SRP,SRP,2.14,True
two_agent,gemma3-4b,SRP,SRP_5,MODERATE,JAVA,True,"SRP, DIP",SRP,3.18,True
two_agent,gemma3-4b,SRP,SRP_6,MODERATE,JAVA,True,"SRP, DIP",SRP,5.17,True
two_agent,gemma3-4b,SRP,SRP_7,MODERATE,JAVA,True,"SRP, DIP",SRP,4.99,True
two_agent,gemma3-4b,SRP,SRP_8,MODERATE,JAVA,False,DIP,SRP,3.8,True
two_agent,gemma3-4b,SRP,SRP_9,HARD,JAVA,True,"SRP, DIP, OCP",SRP,6.24,True
two_agent,gemma3-4b,SRP,SRP_10,HARD,JAVA,True,"SRP, DIP",SRP,10.76,True
two_agent,gemma3-4b,SRP,SRP_11,HARD,JAVA,True,"SRP, DIP",SRP,10.63,True
two_agent,gemma3-4b,SRP,SRP_12,HARD,JAVA,False,,SRP,77.9,True
two_agent,gemma3-4b,SRP,SRP_13,EASY,PYTHON,True,SRP,SRP,2.43,True
two_agent,gemma3-4b,SRP,SRP_14,EASY,PYTHON,True,SRP,SRP,3.06,True
two_agent,gemma3-4b,SRP,SRP_15,EASY,PYTHON,True,SRP,SRP,2.78,True
two_agent,gemma3-4b,SRP,SRP_16,EASY,PYTHON,True,SRP,SRP,2.4,True
two_agent,gemma3-4b,SRP,SRP_17,MODERATE,PYTHON,True,"SRP, DIP",SRP,5.2,True
two_agent,gemma3-4b,SRP,SRP_18,MODERATE,PYTHON,True,"SRP, DIP",SRP,13.19,True
two_agent,gemma3-4b,SRP,SRP_19,MODERATE,PYTHON,True,"SRP, DIP",SRP,5.4,True
two_agent,gemma3-4b,SRP,SRP_20,MODERATE,PYTHON,True,"SRP, DIP",SRP,19.27,True
two_agent,gemma3-4b,SRP,SRP_21,HARD,PYTHON,False,DIP,SRP,6.08,True
two_agent,gemma3-4b,SRP,SRP_22,HARD,PYTHON,False,DIP,SRP,13.78,True
two_agent,gemma3-4b,SRP,SRP_23,HARD,PYTHON,True,"OCP, SRP, DIP",SRP,29.69,True
two_agent,gemma3-4b,SRP,SRP_24,HARD,PYTHON,False,,SRP,44.55,True
two_agent,gemma3-4b,SRP,SRP_25,EASY,KOTLIN,True,SRP,SRP,2.43,True
